5.170E+1	1.048E-3	-3.764E-4	-1.434E-3	-2.126E-3
5.189E+1	1.007E-3	-3.052E-4	-1.526E-3	-2.126E-3
5.208E+1	1.119E-3	-3.052E-4	-1.536E-3	-2.187E-3
5.227E+1	1.099E-3	-1.424E-4	-1.750E-3	-2.045E-3
5.254E+1	9.969E-4	-2.340E-4	-1.556E-3	-2.085E-3
5.273E+1	1.088E-3	-3.967E-4	-1.678E-3	-2.045E-3
5.291E+1	1.109E-3	-1.322E-4	-1.577E-3	-1.851E-3
5.309E+1	1.261E-3	-2.543E-4	-1.617E-3	-1.862E-3
5.328E+1	1.027E-3	-2.543E-4	-1.882E-3	-1.892E-3
5.346E+1	1.088E-3	-4.069E-4	-1.577E-3	-2.126E-3
5.365E+1	9.969E-4	-2.238E-4	-1.658E-3	-2.157E-3
5.390E+1	1.078E-3	-2.136E-4	-1.516E-3	-2.146E-3
5.409E+1	1.200E-3	-2.950E-4	-1.597E-3	-2.035E-3
5.426E+1	9.867E-4	-3.255E-4	-1.577E-3	-1.984E-3
5.445E+1	1.007E-3	-9.155E-5	-1.333E-3	-2.024E-3
5.471E+1	9.766E-4	-7.121E-5	-1.312E-3	-2.004E-3
5.488E+1	1.017E-3	-1.729E-4	-1.444E-3	-2.065E-3
5.506E+1	8.952E-4	-1.526E-4	-1.434E-3	-2.106E-3
5.524E+1	9.867E-4	-7.121E-5	-1.516E-3	-2.167E-3
5.549E+1	9.460E-4	-2.441E-4	-1.149E-3	-2.157E-3
5.566E+1	1.139E-3	-2.340E-4	-1.394E-3	-2.075E-3
5.584E+1	9.664E-4	-3.967E-4	-1.363E-3	-2.207E-3
5.609E+1	1.160E-3	-2.035E-5	-1.455E-3	-2.106E-3
5.627E+1	1.099E-3	-3.153E-4	-1.333E-3	-2.085E-3
5.643E+1	1.190E-3	-4.272E-4	-1.068E-3	-2.157E-3
5.668E+1	9.867E-4	-3.153E-4	-1.200E-3	-1.933E-3
5.684E+1	1.180E-3	-2.340E-4	-1.190E-3	-1.567E-3
5.709E+1	1.068E-3	-3.357E-4	-1.434E-3	-1.740E-3
5.725E+1	1.200E-3	-6.002E-4	-1.648E-3	-1.892E-3
5.741E+1	1.160E-3	-2.645E-4	-1.587E-3	-2.004E-3
5.766E+1	1.109E-3	-4.883E-4	-1.373E-3	-1.994E-3
5.782E+1	1.088E-3	-1.933E-4	-1.231E-3	-1.821E-3
5.806E+1	9.766E-4	-1.628E-4	-1.383E-3	-1.912E-3
5.822E+1	1.109E-3	-2.747E-4	-1.160E-3	-2.024E-3
5.846E+1	9.460E-4	-1.424E-4	-1.404E-3	-1.923E-3
5.862E+1	1.058E-3	-2.340E-4	-1.160E-3	-2.035E-3
5.885E+1	1.170E-3	-1.424E-4	-1.170E-3	-1.923E-3
5.901E+1	9.359E-4	-2.950E-4	-1.536E-3	-2.106E-3
5.924E+1	1.048E-3	-2.441E-4	-1.495E-3	-1.994E-3
5.940E+1	1.027E-3	-3.153E-4	-1.373E-3	-2.106E-3
5.963E+1	9.664E-4	-7.121E-5	-1.048E-3	-2.004E-3
5.979E+1	1.160E-3	-1.119E-4	-1.272E-3	-1.862E-3
6.002E+1	1.160E-3	-2.340E-4	-1.109E-3	-1.984E-3
6.025E+1	1.160E-3	-2.441E-4	-1.261E-3	-1.984E-3
6.040E+1	1.099E-3	-3.662E-4	-1.424E-3	-2.126E-3
6.063E+1	1.160E-3	-1.322E-4	-1.394E-3	-1.689E-3
