Bias,Data Trace Real_A,Data Trace Real_B
-6.88700e+00,5.377664e-11,9.284265e-07
-6.85000e+00,5.331135e-11,1.482097e-06
-6.81200e+00,5.324814e-11,1.203321e-06
-6.77500e+00,5.405488e-11,1.333856e-06
-6.73700e+00,5.466799e-11,1.274350e-06
-6.70000e+00,5.442096e-11,1.466991e-06
-6.66200e+00,5.417508e-11,1.563205e-06
-6.62500e+00,5.421263e-11,8.052110e-07
-6.58700e+00,5.454481e-11,1.320085e-06
-6.55000e+00,5.485846e-11,1.054876e-06
-6.51200e+00,5.478925e-11,1.444291e-06
-6.47500e+00,5.514663e-11,1.334580e-06
-6.43700e+00,5.486717e-11,1.080076e-06
-6.40000e+00,5.512678e-11,1.457683e-06
-6.36200e+00,5.544729e-11,1.524947e-06
-6.32500e+00,5.531120e-11,1.290164e-06
-6.28700e+00,5.636223e-11,1.402826e-06
-6.25000e+00,5.549456e-11,1.332265e-06
-6.21200e+00,5.570799e-11,1.230838e-06
-6.17500e+00,5.621805e-11,1.603254e-06
-6.13700e+00,5.591586e-11,1.490427e-06
-6.10000e+00,5.582053e-11,1.080100e-06
-6.06200e+00,5.642572e-11,1.623524e-06
-6.02500e+00,5.620111e-11,1.580503e-06
-5.98700e+00,5.685976e-11,9.827216e-07
-5.95000e+00,5.745349e-11,1.750521e-06
-5.91200e+00,5.706900e-11,1.213782e-06
-5.87500e+00,5.684383e-11,1.249818e-06
-5.83700e+00,5.678558e-11,1.372671e-06
-5.80000e+00,5.681188e-11,1.817020e-06
-5.76200e+00,5.698700e-11,1.725544e-06
-5.72500e+00,5.781653e-11,1.573214e-06
-5.68700e+00,5.784247e-11,1.472248e-06
-5.65000e+00,5.919657e-11,1.391706e-06
-5.61200e+00,5.801581e-11,9.987943e-07
-5.57500e+00,5.797706e-11,1.287551e-06
-5.53700e+00,5.839580e-11,1.711661e-06
-5.50000e+00,5.915587e-11,1.496727e-06
-5.46200e+00,5.939142e-11,1.540956e-06
-5.42500e+00,5.891647e-11,1.372914e-06
-5.38700e+00,5.856342e-11,1.576284e-06
-5.35000e+00,5.922361e-11,1.521370e-06
-5.31200e+00,5.886798e-11,1.612538e-06
-5.27500e+00,5.978739e-11,1.366725e-06
-5.23700e+00,5.973504e-11,1.388005e-06
-5.20000e+00,5.991752e-11,1.654802e-06
-5.16200e+00,6.004453e-11,1.490172e-06
-5.12500e+00,6.011158e-11,1.391671e-06
-5.08700e+00,6.033968e-11,1.350885e-06
-5.05000e+00,6.080358e-11,1.740853e-06
-5.01200e+00,6.087010e-11,1.541797e-06
-4.97500e+00,6.100379e-11,1.830670e-06
-4.93700e+00,6.142076e-11,1.492243e-06
-4.90000e+00,6.170807e-11,1.655713e-06
-4.86200e+00,6.140888e-11,1.868293e-06
-4.82500e+00,6.132898e-11,1.375530e-06
-4.78700e+00,6.177631e-11,1.097042e-06
-4.75000e+00,6.214016e-11,1.498365e-06
-4.71200e+00,6.238946e-11,1.928255e-06
-4.67500e+00,6.266528e-11,1.593763e-06
-4.63700e+00,6.245834e-11,1.672270e-06
-4.60000e+00,6.274906e-11,1.630142e-06
-4.56200e+00,6.318570e-11,1.423041e-06
-4.52500e+00,6.330859e-11,1.575788e-06
-4.48700e+00,6.371253e-11,2.074848e-06
-4.45000e+00,6.412168e-11,1.820213e-06
-4.41200e+00,6.360731e-11,1.854313e-06
-4.37500e+00,6.338985e-11,1.882281e-06
-4.33700e+00,6.421545e-11,1.779955e-06
-4.30000e+00,6.519003e-11,2.041299e-06
-4.26200e+00,6.445162e-11,2.148825e-06
-4.22500e+00,6.442458e-11,1.558979e-06
-4.18700e+00,6.450859e-11,1.857596e-06
-4.15000e+00,6.502669e-11,2.026601e-06
-4.11200e+00,6.555906e-11,1.736710e-06
-4.07500e+00,6.665759e-11,2.133355e-06
-4.03700e+00,6.679992e-11,1.799809e-06
-4.00000e+00,6.612197e-11,1.918818e-06
-3.96200e+00,6.668215e-11,2.065825e-06
-3.92500e+00,6.718009e-11,2.043869e-06
-3.88700e+00,6.634454e-11,1.943026e-06
-3.85000e+00,6.731755e-11,1.857167e-06
-3.81200e+00,6.741439e-11,2.319961e-06
-3.77500e+00,6.814866e-11,2.181192e-06
-3.73700e+00,6.818398e-11,1.713702e-06
-3.70000e+00,6.784487e-11,2.325284e-06
-3.66200e+00,6.877141e-11,1.983790e-06
-3.62500e+00,6.890691e-11,2.313313e-06
-3.58700e+00,6.910873e-11,2.277321e-06
-3.55000e+00,6.899854e-11,2.032918e-06
-3.51200e+00,6.966919e-11,1.813389e-06
-3.47500e+00,7.002519e-11,2.288054e-06
-3.43700e+00,6.969210e-11,1.818469e-06
-3.40000e+00,6.991653e-11,1.915841e-06
-3.36200e+00,7.027096e-11,2.281649e-06
-3.32500e+00,7.064575e-11,2.328703e-06
-3.28700e+00,7.120147e-11,2.247261e-06
-3.25000e+00,7.133319e-11,2.212641e-06
-3.21200e+00,7.179526e-11,2.509459e-06
-3.17500e+00,7.136052e-11,2.588451e-06
-3.13700e+00,7.220790e-11,2.268999e-06
-3.10000e+00,7.189328e-11,2.219683e-06
-3.06200e+00,7.304169e-11,2.294021e-06
-3.02500e+00,7.277909e-11,2.141950e-06
-2.98700e+00,7.410048e-11,2.328859e-06
-2.95000e+00,7.417696e-11,2.325915e-06
-2.91200e+00,7.380762e-11,2.514515e-06
-2.87500e+00,7.479510e-11,2.203086e-06
-2.83700e+00,7.466999e-11,2.413291e-06
-2.80000e+00,7.540033e-11,2.499355e-06
-2.76200e+00,7.535680e-11,2.639231e-06
-2.72500e+00,7.582001e-11,2.258953e-06
-2.68700e+00,7.643058e-11,2.439867e-06
-2.65000e+00,7.717914e-11,2.814711e-06
-2.61200e+00,7.626423e-11,2.612130e-06
-2.57500e+00,7.735798e-11,2.704202e-06
-2.53700e+00,7.779297e-11,2.624322e-06
-2.50000e+00,7.853047e-11,2.502188e-06
-2.46200e+00,7.874368e-11,2.801799e-06
-2.42500e+00,7.920596e-11,2.559945e-06
-2.38700e+00,7.889164e-11,2.921536e-06
-2.35000e+00,7.977443e-11,2.790897e-06
-2.31200e+00,8.044154e-11,2.802769e-06
-2.27500e+00,8.018172e-11,3.243561e-06
-2.23700e+00,8.080255e-11,2.745064e-06
-2.20000e+00,8.180821e-11,3.306895e-06
-2.16200e+00,8.236254e-11,3.307823e-06
-2.12500e+00,8.252971e-11,2.726689e-06
-2.08700e+00,8.338431e-11,3.120738e-06
-2.05000e+00,8.381634e-11,3.120485e-06
-2.01200e+00,8.389132e-11,3.221169e-06
-1.97500e+00,8.474109e-11,3.021973e-06
-1.93700e+00,8.509943e-11,3.239505e-06
-1.90000e+00,8.534550e-11,3.012975e-06
-1.86200e+00,8.581725e-11,3.264517e-06
-1.82500e+00,8.700220e-11,3.329013e-06
-1.78700e+00,8.743014e-11,3.122085e-06
-1.75000e+00,8.830460e-11,3.363450e-06
-1.71200e+00,8.859356e-11,3.682756e-06
-1.67500e+00,8.973199e-11,3.721155e-06
-1.63700e+00,9.047056e-11,3.898185e-06
-1.60000e+00,9.042957e-11,3.550963e-06
-1.56200e+00,9.154722e-11,3.738577e-06
-1.52500e+00,9.193955e-11,3.614236e-06
-1.48700e+00,9.303174e-11,3.690410e-06
-1.45000e+00,9.339540e-11,4.222175e-06
-1.41200e+00,9.446643e-11,4.268604e-06
-1.37500e+00,9.584140e-11,3.935674e-06
-1.33700e+00,9.664824e-11,4.228753e-06
-1.30000e+00,9.652822e-11,4.298749e-06
-1.26200e+00,9.824608e-11,4.332041e-06
-1.22500e+00,9.878999e-11,4.477792e-06
-1.18700e+00,9.999086e-11,4.185693e-06
-1.15000e+00,1.005595e-10,4.748053e-06
-1.11200e+00,1.024711e-10,4.587119e-06
-1.07500e+00,1.027435e-10,4.489811e-06
-1.03700e+00,1.034467e-10,4.738309e-06
-1.00000e+00,1.049319e-10,5.070407e-06
-9.62000e-01,1.063192e-10,4.907634e-06
-9.25000e-01,1.074510e-10,5.065519e-06
-8.87000e-01,1.086805e-10,5.238895e-06
-8.50000e-01,1.108893e-10,5.273574e-06
-8.12000e-01,1.117856e-10,5.381168e-06
-7.75000e-01,1.137333e-10,5.644042e-06
-7.37000e-01,1.155428e-10,5.809551e-06
-7.00000e-01,1.161247e-10,6.189439e-06
-6.62000e-01,1.175945e-10,6.258823e-06
-6.25000e-01,1.202449e-10,6.509562e-06
-5.87000e-01,1.214153e-10,6.579904e-06
-5.50000e-01,1.241711e-10,6.962790e-06
-5.12000e-01,1.265389e-10,7.055931e-06
-4.75000e-01,1.282974e-10,7.448409e-06
-4.37000e-01,1.315103e-10,7.850329e-06
-4.00000e-01,1.340791e-10,7.973607e-06
-3.62000e-01,1.365186e-10,8.617166e-06
-3.25000e-01,1.406332e-10,8.962524e-06
-2.87000e-01,1.430872e-10,9.780815e-06
-2.50000e-01,1.474523e-10,9.858797e-06
-2.12000e-01,1.520606e-10,1.080460e-05
-1.75000e-01,1.569646e-10,1.104337e-05
-1.37000e-01,1.632818e-10,1.261573e-05
-1.00000e-01,1.698877e-10,1.335974e-05
-6.20000e-02,1.777132e-10,1.511631e-05
-2.50000e-02,1.887512e-10,1.644336e-05
1.30000e-02,2.011294e-10,1.985604e-05
5.00000e-02,2.200212e-10,2.580224e-05
8.80000e-02,2.513096e-10,3.998864e-05
1.25000e-01,3.070917e-10,7.899222e-05
1.63000e-01,3.952246e-10,1.776866e-04
2.00000e-01,4.684160e-10,3.456931e-04
2.38000e-01,4.743339e-10,5.493317e-04
2.75000e-01,4.316118e-10,7.188412e-04
3.13000e-01,3.796814e-10,8.556190e-04
3.50000e-01,3.435772e-10,9.657443e-04
3.88000e-01,3.165991e-10,1.066953e-03
4.25000e-01,2.995020e-10,1.158396e-03
4.63000e-01,2.897944e-10,1.246863e-03
5.00000e-01,2.850389e-10,1.330346e-03
5.38000e-01,2.872529e-10,1.411662e-03
5.75000e-01,2.880395e-10,1.487472e-03
6.13000e-01,2.916808e-10,1.562439e-03
6.50000e-01,2.974574e-10,1.629385e-03
6.88000e-01,3.042989e-10,1.693598e-03
7.25000e-01,3.107100e-10,1.751819e-03
7.63000e-01,3.160052e-10,1.805892e-03
8.00000e-01,3.203794e-10,1.851579e-03
8.38000e-01,3.265434e-10,1.894671e-03
8.75000e-01,3.329150e-10,1.930113e-03
9.13000e-01,3.335880e-10,1.959685e-03
9.50000e-01,3.376973e-10,1.981484e-03
9.88000e-01,3.414928e-10,2.000312e-03
1.02500e+00,3.419119e-10,2.013051e-03
1.06300e+00,3.404993e-10,2.021038e-03
1.10000e+00,3.414926e-10,2.025000e-03
1.13800e+00,3.362272e-10,2.024487e-03
1.17500e+00,3.325537e-10,2.019786e-03
1.21300e+00,3.293295e-10,2.013594e-03
1.25000e+00,3.244097e-10,2.007870e-03
1.28800e+00,3.175236e-10,2.001185e-03
1.32500e+00,3.088543e-10,1.996053e-03
1.36300e+00,3.028285e-10,1.990621e-03
1.40000e+00,2.941271e-10,1.988500e-03
1.43800e+00,2.859335e-10,1.985792e-03
1.47500e+00,2.800764e-10,1.987261e-03
1.51300e+00,2.702292e-10,1.991002e-03
1.55000e+00,2.634055e-10,1.998065e-03
1.58800e+00,2.551213e-10,2.005772e-03
1.62500e+00,2.497211e-10,2.017669e-03
1.66300e+00,2.410911e-10,2.031992e-03
1.70000e+00,2.359509e-10,2.048096e-03
1.73800e+00,2.306071e-10,2.066613e-03
1.77500e+00,2.230427e-10,2.083732e-03
1.81300e+00,2.189651e-10,2.101555e-03
1.85000e+00,2.138281e-10,2.119150e-03
1.88800e+00,2.101570e-10,2.133925e-03
1.92500e+00,2.104291e-10,2.148797e-03
1.96300e+00,2.080431e-10,2.163531e-03
2.00000e+00,2.035943e-10,2.176820e-03
2.03800e+00,2.041958e-10,2.190912e-03
2.07500e+00,2.053775e-10,2.206056e-03
2.11300e+00,2.072095e-10,2.221687e-03
2.15000e+00,2.090007e-10,2.237445e-03
2.18800e+00,2.131263e-10,2.252371e-03
2.22500e+00,2.143469e-10,2.268716e-03
2.26300e+00,2.187317e-10,2.283580e-03
2.30000e+00,2.253873e-10,2.296218e-03
2.33800e+00,2.281895e-10,2.310386e-03
2.37500e+00,2.332725e-10,2.319081e-03
2.41300e+00,2.411552e-10,2.329036e-03
2.45000e+00,2.441983e-10,2.334408e-03
2.48800e+00,2.501571e-10,2.339909e-03
2.52500e+00,2.553258e-10,2.341881e-03
2.56300e+00,2.611061e-10,2.338798e-03
2.60000e+00,2.636041e-10,2.336940e-03
2.63800e+00,2.711224e-10,2.331305e-03
2.67500e+00,2.739087e-10,2.327671e-03
2.71300e+00,2.794598e-10,2.324088e-03
2.75000e+00,2.837219e-10,2.314746e-03
2.78800e+00,2.904442e-10,2.310157e-03
2.82500e+00,2.939249e-10,2.302104e-03
2.86300e+00,3.005137e-10,2.295637e-03
2.90000e+00,3.025398e-10,2.287731e-03
2.93800e+00,3.104882e-10,2.280819e-03
2.97500e+00,3.152844e-10,2.274365e-03
3.01300e+00,3.209460e-10,2.265701e-03
3.05000e+00,3.253673e-10,2.258364e-03
3.08800e+00,3.308817e-10,2.251797e-03
3.12500e+00,3.354091e-10,2.244311e-03
3.16300e+00,3.398663e-10,2.236952e-03
3.20000e+00,3.462244e-10,2.228630e-03
3.23800e+00,3.509198e-10,2.221945e-03
3.27500e+00,3.544149e-10,2.214140e-03
3.31300e+00,3.592482e-10,2.202572e-03
3.35000e+00,3.646472e-10,2.196745e-03
3.38800e+00,3.701218e-10,2.188125e-03
3.42500e+00,3.745204e-10,2.176516e-03
3.46300e+00,3.817596e-10,2.168495e-03
3.50000e+00,3.848795e-10,2.163465e-03
3.53800e+00,3.921683e-10,2.153786e-03
3.57500e+00,3.938655e-10,2.142791e-03
3.61300e+00,4.003981e-10,2.130812e-03
3.65000e+00,4.047715e-10,2.122441e-03
3.68800e+00,4.082739e-10,2.111914e-03
3.72500e+00,4.129428e-10,2.102890e-03
3.76300e+00,4.192603e-10,2.094548e-03
3.80000e+00,4.199388e-10,2.084967e-03
3.83800e+00,4.313867e-10,2.078551e-03
3.87500e+00,4.338408e-10,2.071282e-03
3.91300e+00,4.403626e-10,2.064101e-03
3.95000e+00,4.419280e-10,2.058037e-03
3.98800e+00,4.529482e-10,2.054578e-03
4.02500e+00,4.540190e-10,2.047068e-03
4.06300e+00,4.583068e-10,2.043551e-03
4.10000e+00,4.623782e-10,2.037507e-03
4.13800e+00,4.693834e-10,2.035907e-03
4.17500e+00,4.668905e-10,2.033931e-03
4.21300e+00,4.774487e-10,2.032704e-03
4.25000e+00,4.779245e-10,2.032151e-03
4.28800e+00,4.910593e-10,2.034151e-03
4.32500e+00,4.851624e-10,2.038398e-03
4.36300e+00,4.959362e-10,2.033349e-03
4.40000e+00,4.964537e-10,2.041140e-03
4.43800e+00,5.059955e-10,2.041893e-03
4.47500e+00,5.064569e-10,2.050434e-03
4.51300e+00,5.074458e-10,2.055075e-03
4.55000e+00,5.143571e-10,2.057721e-03
4.58800e+00,5.180389e-10,2.060805e-03
4.62500e+00,5.256292e-10,2.066352e-03
4.66300e+00,5.239547e-10,2.068272e-03
4.70000e+00,5.276021e-10,2.077033e-03
4.73800e+00,5.248262e-10,2.072235e-03
4.77500e+00,5.337804e-10,2.089578e-03
4.81300e+00,5.416392e-10,2.093767e-03
4.85000e+00,5.360782e-10,2.094389e-03
4.88800e+00,5.396579e-10,2.106594e-03
4.92500e+00,5.419817e-10,2.105758e-03
4.96300e+00,5.487691e-10,2.120948e-03
5.00000e+00,5.395514e-10,2.122750e-03
