5.162E+1	-9.155E-3	3.479E-2	7.538E-2	1.340E-1
5.182E+1	-1.038E-2	3.448E-2	7.538E-2	1.331E-1
5.201E+1	-7.324E-3	3.510E-2	6.866E-2	1.346E-1
5.229E+1	-1.038E-2	3.815E-2	6.989E-2	1.321E-1
5.249E+1	-9.766E-3	4.150E-2	7.446E-2	1.376E-1
5.268E+1	-7.324E-3	3.815E-2	7.355E-2	1.331E-1
5.287E+1	-1.160E-2	3.632E-2	6.653E-2	1.300E-1
5.306E+1	-6.714E-3	3.357E-2	6.744E-2	1.276E-1
5.325E+1	-9.155E-3	3.754E-2	6.165E-2	1.324E-1
5.344E+1	-1.221E-2	3.571E-2	6.378E-2	1.315E-1
5.362E+1	-1.038E-2	3.693E-2	6.744E-2	1.288E-1
5.381E+1	-1.007E-2	3.143E-2	6.500E-2	1.294E-1
5.408E+1	-1.221E-2	3.235E-2	6.683E-2	1.300E-1
5.426E+1	-1.373E-2	3.815E-2	6.226E-2	1.260E-1
5.444E+1	-9.460E-3	3.357E-2	6.287E-2	1.254E-1
5.462E+1	-1.099E-2	3.052E-2	6.775E-2	1.230E-1
5.488E+1	-1.343E-2	3.540E-2	6.378E-2	1.230E-1
5.505E+1	-1.404E-2	3.174E-2	6.409E-2	1.199E-1
5.523E+1	-1.007E-2	3.204E-2	6.409E-2	1.239E-1
5.540E+1	-1.007E-2	2.869E-2	6.104E-2	1.221E-1
5.566E+1	-1.434E-2	3.296E-2	6.561E-2	1.263E-1
5.584E+1	-1.160E-2	3.143E-2	5.981E-2	1.184E-1
5.601E+1	-1.526E-2	2.930E-2	6.042E-2	1.160E-1
5.626E+1	-1.373E-2	2.960E-2	6.134E-2	1.169E-1
5.643E+1	-1.221E-2	2.838E-2	6.104E-2	1.205E-1
5.660E+1	-1.343E-2	2.594E-2	6.073E-2	1.141E-1
5.685E+1	-1.251E-2	2.228E-2	5.951E-2	1.199E-1
5.701E+1	-1.038E-2	2.869E-2	5.798E-2	1.178E-1
5.718E+1	-1.068E-2	2.747E-2	5.859E-2	1.141E-1
5.743E+1	-1.221E-2	2.167E-2	5.829E-2	1.144E-1
5.759E+1	-1.312E-2	3.082E-2	5.310E-2	1.199E-1
5.783E+1	-1.343E-2	2.747E-2	5.280E-2	1.089E-1
5.800E+1	-1.129E-2	2.625E-2	5.554E-2	1.169E-1
5.824E+1	-1.373E-2	2.441E-2	5.463E-2	1.077E-1
5.840E+1	-1.373E-2	2.655E-2	5.493E-2	1.126E-1
5.864E+1	-1.831E-2	2.869E-2	4.913E-2	1.019E-1
5.880E+1	-1.587E-2	2.899E-2	5.798E-2	1.096E-1
5.897E+1	-1.343E-2	2.686E-2	5.585E-2	1.050E-1
5.920E+1	-1.343E-2	2.686E-2	5.432E-2	1.071E-1
5.942E+1	-1.434E-2	2.594E-2	5.890E-2	1.068E-1
5.959E+1	-1.404E-2	2.838E-2	5.676E-2	1.050E-1
5.982E+1	-1.709E-2	2.075E-2	5.157E-2	1.028E-1
5.997E+1	-1.495E-2	2.411E-2	4.944E-2	1.071E-1
6.019E+1	-1.434E-2	2.045E-2	5.127E-2	1.047E-1
6.035E+1	-1.740E-2	2.319E-2	4.791E-2	1.056E-1
