4.177E+1	2.960E-2	9.216E-2	1.239E-1	1.978E-1
4.191E+1	3.418E-2	9.308E-2	1.221E-1	1.999E-1
4.207E+1	3.387E-2	8.820E-2	1.184E-1	1.907E-1
4.234E+1	3.021E-2	9.277E-2	1.163E-1	1.892E-1
4.249E+1	2.991E-2	8.850E-2	1.138E-1	1.868E-1
4.276E+1	3.082E-2	8.209E-2	1.190E-1	1.825E-1
4.291E+1	2.533E-2	9.430E-2	1.187E-1	1.895E-1
4.316E+1	3.387E-2	8.789E-2	1.196E-1	1.810E-1
4.331E+1	3.113E-2	8.942E-2	1.178E-1	1.779E-1
4.345E+1	3.235E-2	8.362E-2	1.157E-1	1.804E-1
4.371E+1	2.563E-2	8.453E-2	1.151E-1	1.788E-1
4.385E+1	2.869E-2	8.636E-2	1.083E-1	1.749E-1
4.411E+1	2.563E-2	8.148E-2	1.089E-1	1.743E-1
4.436E+1	2.441E-2	7.904E-2	1.096E-1	1.712E-1
4.450E+1	2.563E-2	7.965E-2	1.071E-1	1.740E-1
4.474E+1	1.984E-2	7.538E-2	1.019E-1	1.654E-1
4.487E+1	1.526E-2	7.996E-2	1.099E-1	1.630E-1
4.511E+1	1.801E-2	7.843E-2	1.059E-1	1.700E-1
4.525E+1	1.709E-2	7.812E-2	1.044E-1	1.697E-1
4.549E+1	1.556E-2	7.599E-2	1.038E-1	1.654E-1
4.572E+1	1.312E-2	7.690E-2	9.735E-2	1.617E-1
4.585E+1	1.984E-2	7.141E-2	9.491E-2	1.663E-1
4.609E+1	2.014E-2	7.050E-2	9.155E-2	1.624E-1
4.632E+1	1.251E-2	6.744E-2	9.491E-2	1.654E-1
4.645E+1	9.766E-3	6.958E-2	8.881E-2	1.617E-1
4.667E+1	8.240E-3	6.836E-2	9.338E-2	1.590E-1
4.690E+1	9.460E-3	6.927E-2	9.460E-2	1.645E-1
4.713E+1	1.221E-2	7.050E-2	9.308E-2	1.596E-1
4.726E+1	1.068E-2	6.409E-2	9.186E-2	1.538E-1
4.747E+1	6.409E-3	6.287E-2	8.850E-2	1.480E-1
4.770E+1	7.629E-3	6.348E-2	8.575E-2	1.517E-1
4.791E+1	6.104E-3	6.470E-2	7.996E-2	1.508E-1
4.804E+1	5.493E-3	6.622E-2	7.935E-2	1.541E-1
4.825E+1	1.190E-2	6.775E-2	8.423E-2	1.532E-1
4.847E+1	5.188E-3	6.256E-2	7.965E-2	1.462E-1
4.868E+1	7.935E-3	6.042E-2	7.690E-2	1.450E-1
4.890E+1	5.493E-3	6.042E-2	7.782E-2	1.453E-1
4.910E+1	-3.052E-4	6.165E-2	8.026E-2	1.486E-1
4.931E+1	5.493E-3	5.554E-2	7.721E-2	1.434E-1
4.952E+1	3.967E-3	6.073E-2	8.087E-2	1.425E-1
4.963E+1	7.324E-3	5.920E-2	8.057E-2	1.440E-1
4.983E+1	1.831E-3	5.737E-2	7.935E-2	1.401E-1
5.004E+1	5.493E-3	5.859E-2	7.935E-2	1.340E-1
5.023E+1	1.831E-3	5.127E-2	7.477E-2	1.337E-1
5.044E+1	-2.136E-3	5.310E-2	6.836E-2	1.340E-1
