Bias,Data Trace Real_A,Data Trace Real_B
-8.53700e+00,3.290492e-11,1.802696e-07
-8.50000e+00,-6.562359e-12,1.789606e-07
-8.46200e+00,2.994320e-11,-6.309759e-08
-8.42500e+00,7.376980e-11,6.293097e-08
-8.38700e+00,3.968817e-11,5.871984e-08
-8.35000e+00,8.390173e-11,2.120070e-07
-8.31200e+00,4.180352e-11,-2.300088e-08
-8.27500e+00,3.688618e-11,8.158293e-08
-8.23700e+00,6.509981e-11,-1.019038e-07
-8.20000e+00,6.009423e-11,1.922964e-07
-8.16200e+00,3.345307e-11,1.616023e-07
-8.12500e+00,7.607196e-11,-9.957976e-08
-8.08700e+00,1.068119e-10,1.537140e-07
-8.05000e+00,3.494391e-11,2.674170e-07
-8.01200e+00,6.388199e-11,3.200127e-07
-7.97500e+00,4.645628e-11,2.295324e-08
-7.93700e+00,3.160175e-11,-3.280091e-08
-7.90000e+00,2.416299e-11,-2.822288e-07
-7.86200e+00,7.133418e-11,-9.691588e-08
-7.82500e+00,2.703833e-11,-1.654133e-07
-7.78700e+00,6.837201e-11,-4.537585e-09
-7.75000e+00,7.928275e-11,1.385676e-07
-7.71200e+00,1.372160e-10,7.958186e-09
-7.67500e+00,7.387885e-11,3.497495e-07
-7.63700e+00,8.929891e-11,3.541626e-08
-7.60000e+00,3.189413e-11,-5.610000e-08
-7.56200e+00,9.468958e-11,3.689397e-07
-7.52500e+00,6.268913e-11,-3.586041e-08
-7.48700e+00,6.947985e-11,1.346276e-08
-7.45000e+00,7.826272e-11,9.807451e-08
-7.41200e+00,7.428336e-11,2.738330e-07
-7.37500e+00,4.783174e-11,3.252060e-07
-7.33700e+00,1.120926e-11,2.572469e-07
-7.30000e+00,-1.576672e-11,-8.185742e-08
-7.26200e+00,4.572162e-11,3.623144e-08
-7.22500e+00,8.926320e-11,3.557338e-07
-7.18700e+00,4.430952e-11,6.211013e-08
-7.15000e+00,2.816808e-11,1.815457e-07
-7.11200e+00,6.956294e-11,-2.373369e-07
-7.07500e+00,1.922706e-11,-2.436716e-08
-7.03700e+00,3.209258e-11,-9.033921e-08
-7.00000e+00,4.096266e-11,-5.591703e-10
-6.96200e+00,4.210827e-11,1.116297e-07
-6.92500e+00,1.831299e-11,1.070274e-07
-6.88700e+00,1.258669e-11,-1.059649e-07
-6.85000e+00,6.438924e-11,-5.798309e-08
-6.81200e+00,1.153097e-10,1.549289e-07
-6.77500e+00,9.765120e-12,7.660389e-09
-6.73700e+00,7.810860e-11,3.208356e-08
-6.70000e+00,2.205217e-11,6.398949e-08
-6.66200e+00,5.422881e-11,4.944923e-08
-6.62500e+00,4.594415e-11,3.677342e-08
-6.58700e+00,4.614984e-11,1.223179e-07
-6.55000e+00,7.868656e-11,2.445368e-07
-6.51200e+00,1.090290e-10,8.511375e-08
-6.47500e+00,3.229904e-11,2.585309e-08
-6.43700e+00,6.567070e-11,-6.925674e-08
-6.40000e+00,4.175406e-11,-5.157732e-09
-6.36200e+00,8.858177e-11,-1.043906e-07
-6.32500e+00,7.461266e-11,6.787142e-07
-6.28700e+00,6.948009e-12,1.102661e-07
-6.25000e+00,4.588651e-11,4.821897e-08
-6.21200e+00,1.116776e-10,4.666775e-08
-6.17500e+00,1.602414e-11,1.105037e-07
-6.13700e+00,2.039820e-11,-6.292385e-08
-6.10000e+00,6.002789e-11,8.214980e-08
-6.06200e+00,1.538057e-11,-1.368428e-07
-6.02500e+00,6.330873e-11,-1.015974e-07
-5.98700e+00,7.696356e-11,3.467774e-08
-5.95000e+00,4.994510e-11,7.847066e-08
-5.91200e+00,5.448061e-11,2.986893e-07
-5.87500e+00,4.399849e-11,2.010223e-07
-5.83700e+00,3.918394e-11,-1.146272e-07
-5.80000e+00,7.107436e-11,6.924883e-08
-5.76200e+00,1.175724e-10,6.912652e-08
-5.72500e+00,8.363277e-11,-1.000452e-07
-5.68700e+00,8.847590e-11,-9.216194e-09
-5.65000e+00,4.599952e-11,8.101548e-08
-5.61200e+00,6.514005e-11,1.803827e-07
-5.57500e+00,2.903087e-11,-1.896988e-09
-5.53700e+00,4.356544e-11,6.675629e-08
-5.50000e+00,3.731195e-11,1.617403e-08
-5.46200e+00,7.327557e-11,1.693084e-07
-5.42500e+00,3.243091e-11,9.558694e-08
-5.38700e+00,1.238938e-11,3.123887e-07
-5.35000e+00,4.799993e-11,7.235531e-08
-5.31200e+00,7.390613e-11,1.329987e-07
-5.27500e+00,6.252174e-11,2.343520e-07
-5.23700e+00,5.345649e-11,1.128623e-08
-5.20000e+00,6.711719e-11,-1.563350e-07
-5.16200e+00,5.968932e-11,-4.260598e-08
-5.12500e+00,4.539614e-11,9.768722e-09
-5.08700e+00,6.707157e-11,-7.454388e-08
-5.05000e+00,7.065744e-11,1.177900e-07
-5.01200e+00,6.261176e-11,7.398224e-08
-4.97500e+00,8.032363e-11,-5.323813e-08
-4.93700e+00,7.116054e-11,1.164986e-07
-4.90000e+00,3.368811e-11,-7.941281e-09
-4.86200e+00,8.912599e-11,1.518293e-07
-4.82500e+00,9.430676e-11,2.529865e-08
-4.78700e+00,5.217462e-11,1.742841e-07
-4.75000e+00,1.129263e-10,2.348008e-07
-4.71200e+00,7.881080e-11,6.472294e-08
-4.67500e+00,8.798505e-11,-3.065181e-09
-4.63700e+00,3.364970e-11,-1.704788e-07
-4.60000e+00,3.463300e-11,5.703030e-09
-4.56200e+00,6.792295e-11,-8.323188e-09
-4.52500e+00,6.258015e-11,-2.120864e-08
-4.48700e+00,9.409386e-11,-4.588495e-08
-4.45000e+00,1.177073e-10,4.270616e-08
-4.41200e+00,4.063846e-11,2.647372e-09
-4.37500e+00,6.723556e-11,-3.156713e-08
-4.33700e+00,5.177211e-11,-1.772061e-07
-4.30000e+00,6.974134e-11,-2.493897e-07
-4.26200e+00,3.769368e-11,1.857496e-08
-4.22500e+00,5.131713e-11,-3.788161e-08
-4.18700e+00,6.565697e-11,-9.109365e-08
-4.15000e+00,1.167277e-10,7.412829e-08
-4.11200e+00,5.992536e-11,6.858785e-09
-4.07500e+00,4.644879e-11,9.053598e-08
-4.03700e+00,6.920031e-11,1.133108e-08
-4.00000e+00,8.848575e-11,1.954446e-07
-3.96200e+00,6.516191e-11,1.415402e-07
-3.92500e+00,9.476553e-11,2.241534e-08
-3.88700e+00,7.171474e-11,2.180731e-08
-3.85000e+00,4.672465e-11,-2.396751e-08
-3.81200e+00,1.144814e-10,-2.454882e-09
-3.77500e+00,1.068843e-10,3.740235e-08
-3.73700e+00,5.664520e-11,2.588922e-07
-3.70000e+00,7.517134e-11,5.350327e-08
-3.66200e+00,4.679265e-11,-1.157879e-08
-3.62500e+00,7.119057e-11,1.007172e-07
-3.58700e+00,7.822129e-11,3.562432e-07
-3.55000e+00,4.140844e-11,-7.002785e-08
-3.51200e+00,6.136202e-11,-1.504968e-07
-3.47500e+00,7.011552e-11,1.353940e-07
-3.43700e+00,5.076355e-11,-9.826721e-08
-3.40000e+00,1.123058e-10,1.805145e-07
-3.36200e+00,1.086050e-10,8.034967e-08
-3.32500e+00,6.457709e-11,2.453536e-07
-3.28700e+00,9.648778e-11,1.431022e-07
-3.25000e+00,7.083910e-11,2.820298e-07
-3.21200e+00,6.144014e-11,2.866230e-07
-3.17500e+00,5.994618e-11,3.035324e-08
-3.13700e+00,6.347339e-11,1.350294e-07
-3.10000e+00,1.135257e-10,-1.517613e-08
-3.06200e+00,6.456228e-11,1.240162e-07
-3.02500e+00,5.789797e-11,2.841011e-07
-2.98700e+00,8.092566e-11,-5.529447e-08
-2.95000e+00,7.064409e-11,2.783582e-07
-2.91200e+00,7.555420e-11,-1.607499e-07
-2.87500e+00,7.019584e-11,-6.987547e-09
-2.83700e+00,8.302091e-11,-2.407409e-08
-2.80000e+00,7.425287e-11,7.693598e-09
-2.76200e+00,8.235402e-11,6.303711e-08
-2.72500e+00,1.088481e-10,-2.082060e-07
-2.68700e+00,7.958617e-11,-1.082564e-07
-2.65000e+00,6.234645e-11,1.473907e-07
-2.61200e+00,5.425254e-11,1.337595e-07
-2.57500e+00,7.805390e-11,1.786139e-08
-2.53700e+00,9.958378e-11,3.554372e-07
-2.50000e+00,6.556837e-11,-8.614156e-08
-2.46200e+00,6.391775e-11,-2.393743e-08
-2.42500e+00,3.549804e-11,-1.944652e-07
-2.38700e+00,1.082375e-10,-3.838850e-08
-2.35000e+00,6.947281e-11,-2.629570e-07
-2.31200e+00,6.845396e-11,-5.212866e-08
-2.27500e+00,7.875387e-11,1.669048e-07
-2.23700e+00,5.889735e-11,-1.069410e-07
-2.20000e+00,9.729814e-11,-2.473913e-08
-2.16200e+00,8.652418e-11,6.947143e-08
-2.12500e+00,9.415040e-11,-5.560127e-09
-2.08700e+00,8.333925e-11,-2.636272e-08
-2.05000e+00,8.681526e-11,2.772641e-07
-2.01200e+00,9.757509e-11,1.028222e-07
-1.97500e+00,1.024675e-10,2.240956e-08
-1.93700e+00,1.087315e-10,-2.754900e-09
-1.90000e+00,6.302478e-11,2.429025e-07
-1.86200e+00,6.812625e-11,-1.137301e-07
-1.82500e+00,1.137724e-10,3.361513e-07
-1.78700e+00,9.159386e-11,3.626445e-07
-1.75000e+00,9.048122e-11,1.814311e-07
-1.71200e+00,7.377119e-11,-2.111924e-07
-1.67500e+00,7.672130e-11,1.944738e-07
-1.63700e+00,9.685670e-11,1.067082e-07
-1.60000e+00,1.078874e-10,-2.668503e-07
-1.56200e+00,1.439095e-10,-2.192106e-08
-1.52500e+00,5.892794e-11,-2.764226e-07
-1.48700e+00,8.061672e-11,-1.489582e-07
-1.45000e+00,6.563401e-11,7.430797e-09
-1.41200e+00,1.225649e-10,3.450130e-08
-1.37500e+00,1.226125e-10,3.222677e-08
-1.33700e+00,8.331164e-11,1.370321e-07
-1.30000e+00,1.026457e-10,2.337039e-07
-1.26200e+00,1.344206e-10,-1.293133e-07
-1.22500e+00,1.253936e-10,-9.645883e-08
-1.18700e+00,5.831043e-11,2.082955e-07
-1.15000e+00,1.177726e-10,1.147481e-08
-1.11200e+00,1.085386e-10,-1.601698e-07
-1.07500e+00,8.822459e-11,4.474677e-09
-1.03700e+00,1.023594e-10,-1.002272e-07
-1.00000e+00,1.457783e-10,-7.730210e-08
-9.62000e-01,1.212264e-10,-1.173711e-07
-9.25000e-01,1.661821e-10,-1.087323e-07
-8.87000e-01,8.589000e-11,-1.903609e-07
-8.50000e-01,1.302155e-10,1.576744e-07
-8.12000e-01,1.275651e-10,-1.280387e-07
-7.75000e-01,1.113340e-10,5.216062e-08
-7.37000e-01,1.266362e-10,-6.003549e-08
-7.00000e-01,1.704321e-10,-3.804418e-07
-6.62000e-01,9.977030e-11,2.074438e-07
-6.25000e-01,9.179765e-11,-7.702113e-08
-5.87000e-01,1.273133e-10,8.127911e-10
-5.50000e-01,1.275083e-10,-8.615184e-08
-5.12000e-01,1.340948e-10,2.320411e-07
-4.75000e-01,1.443568e-10,1.529338e-08
-4.37000e-01,1.398109e-10,1.621762e-07
-4.00000e-01,1.414236e-10,8.242789e-08
-3.62000e-01,1.242868e-10,1.463357e-08
-3.25000e-01,1.441628e-10,-1.201041e-07
-2.87000e-01,1.459374e-10,-7.911597e-08
-2.50000e-01,1.112085e-10,-1.060321e-07
-2.12000e-01,1.779907e-10,1.610108e-08
-1.75000e-01,1.577740e-10,3.074905e-07
-1.37000e-01,1.495979e-10,1.309012e-08
-1.00000e-01,1.892563e-10,8.106397e-08
-6.20000e-02,1.926110e-10,-3.649211e-08
-2.50000e-02,2.035337e-10,2.918603e-07
1.30000e-02,1.809214e-10,6.104596e-07
5.00000e-02,2.511715e-10,1.110571e-06
8.80000e-02,3.579032e-10,3.781075e-06
1.25000e-01,6.557093e-10,1.138397e-05
1.63000e-01,1.392456e-09,3.028584e-05
2.00000e-01,3.181994e-09,6.559028e-05
2.38000e-01,6.519909e-09,1.174410e-04
2.75000e-01,1.099820e-08,1.777726e-04
3.13000e-01,1.662810e-08,2.424481e-04
3.50000e-01,2.242526e-08,3.054510e-04
3.88000e-01,2.856421e-08,3.685029e-04
4.25000e-01,3.443453e-08,4.246710e-04
4.63000e-01,4.019529e-08,4.782296e-04
5.00000e-01,4.541107e-08,5.260485e-04
5.38000e-01,5.062312e-08,5.711006e-04
5.75000e-01,5.503218e-08,6.093758e-04
6.13000e-01,5.940817e-08,6.468344e-04
6.50000e-01,6.323375e-08,6.776700e-04
6.88000e-01,6.694406e-08,7.068376e-04
7.25000e-01,6.967636e-08,7.305685e-04
7.63000e-01,7.224860e-08,7.553126e-04
8.00000e-01,7.438108e-08,7.735851e-04
8.38000e-01,7.628250e-08,7.907451e-04
8.75000e-01,7.725543e-08,8.016357e-04
9.13000e-01,7.804976e-08,8.120083e-04
9.50000e-01,7.844937e-08,8.174103e-04
9.88000e-01,7.808529e-08,8.266497e-04
1.02500e+00,7.756156e-08,8.278348e-04
1.06300e+00,7.591809e-08,8.286848e-04
1.10000e+00,7.396333e-08,8.269052e-04
1.13800e+00,7.222398e-08,8.274317e-04
1.17500e+00,7.068777e-08,8.198482e-04
1.21300e+00,6.851181e-08,8.179345e-04
1.25000e+00,6.628475e-08,8.110233e-04
1.28800e+00,6.379994e-08,8.053220e-04
1.32500e+00,6.115152e-08,8.026963e-04
1.36300e+00,5.943663e-08,7.970795e-04
1.40000e+00,5.783676e-08,7.909100e-04
1.43800e+00,5.675068e-08,7.925739e-04
1.47500e+00,5.520435e-08,7.926955e-04
1.51300e+00,5.365018e-08,7.941071e-04
1.55000e+00,5.394533e-08,7.965759e-04
1.58800e+00,5.367689e-08,7.995224e-04
1.62500e+00,5.303347e-08,8.054808e-04
1.66300e+00,5.338468e-08,8.139595e-04
1.70000e+00,5.424909e-08,8.236776e-04
1.73800e+00,5.597230e-08,8.277591e-04
1.77500e+00,5.710754e-08,8.414831e-04
1.81300e+00,5.913166e-08,8.416129e-04
1.85000e+00,6.029091e-08,8.535238e-04
1.88800e+00,6.148210e-08,8.618832e-04
1.92500e+00,6.193200e-08,8.694704e-04
1.96300e+00,6.308343e-08,8.717477e-04
2.00000e+00,6.316738e-08,8.862836e-04
2.03800e+00,6.400557e-08,8.928374e-04
2.07500e+00,6.305002e-08,9.062944e-04
2.11300e+00,6.215095e-08,9.133217e-04
2.15000e+00,6.062277e-08,9.297337e-04
2.18800e+00,5.991259e-08,9.439914e-04
2.22500e+00,5.896725e-08,9.562732e-04
2.26300e+00,5.613245e-08,9.769819e-04
2.30000e+00,5.438968e-08,9.899489e-04
2.33800e+00,5.100986e-08,1.005298e-03
2.37500e+00,5.034611e-08,1.024680e-03
2.41300e+00,4.784555e-08,1.037112e-03
2.45000e+00,4.736376e-08,1.041280e-03
2.48800e+00,4.517442e-08,1.061538e-03
2.52500e+00,4.164710e-08,1.069787e-03
2.56300e+00,3.951012e-08,1.082165e-03
2.60000e+00,3.773022e-08,1.087445e-03
2.63800e+00,3.562698e-08,1.101379e-03
2.67500e+00,3.507787e-08,1.121992e-03
2.71300e+00,3.107468e-08,1.130994e-03
2.75000e+00,3.243726e-08,1.137410e-03
2.78800e+00,2.852442e-08,1.163364e-03
2.82500e+00,2.499334e-08,1.165529e-03
2.86300e+00,2.454120e-08,1.169273e-03
2.90000e+00,2.479832e-08,1.195331e-03
2.93800e+00,2.236400e-08,1.220716e-03
2.97500e+00,2.127874e-08,1.219198e-03
3.01300e+00,2.041059e-08,1.234116e-03
3.05000e+00,1.803471e-08,1.258681e-03
3.08800e+00,1.568676e-08,1.261777e-03
3.12500e+00,1.444444e-08,1.288295e-03
3.16300e+00,1.234739e-08,1.302916e-03
3.20000e+00,1.092141e-08,1.319337e-03
3.23800e+00,1.356203e-08,1.339130e-03
3.27500e+00,7.822359e-09,1.342284e-03
3.31300e+00,8.862926e-09,1.363643e-03
3.35000e+00,3.694718e-09,1.371114e-03
3.38800e+00,3.817179e-10,1.387334e-03
3.42500e+00,3.637011e-09,1.411540e-03
3.46300e+00,5.814041e-09,1.428331e-03
3.50000e+00,-2.540645e-09,1.446589e-03
3.53800e+00,-5.489556e-09,1.468815e-03
3.57500e+00,-8.347019e-10,1.473345e-03
3.61300e+00,-5.627049e-09,1.499718e-03
3.65000e+00,-7.156173e-09,1.494491e-03
3.68800e+00,-6.693266e-09,1.503432e-03
3.72500e+00,-1.024328e-08,1.560029e-03
3.76300e+00,-1.296999e-08,1.556624e-03
3.80000e+00,-9.577942e-09,1.554065e-03
3.83800e+00,-1.350514e-08,1.616878e-03
3.87500e+00,-1.499783e-08,1.664418e-03
3.91300e+00,-1.628083e-08,1.673101e-03
3.95000e+00,-1.787176e-08,1.686945e-03
3.98800e+00,-1.428428e-08,1.696586e-03
4.02500e+00,-2.110751e-08,1.753513e-03
4.06300e+00,-2.522041e-08,1.787073e-03
4.10000e+00,-1.888249e-08,1.774314e-03
4.13800e+00,-2.893535e-08,1.848435e-03
4.17500e+00,-3.850105e-08,1.823267e-03
4.21300e+00,-2.953620e-08,1.859813e-03
4.25000e+00,-2.682778e-08,1.906722e-03
4.28800e+00,-3.565640e-08,1.873868e-03
4.32500e+00,-3.901919e-08,1.945007e-03
4.36300e+00,-3.977159e-08,1.993104e-03
4.40000e+00,-3.828002e-08,2.048479e-03
4.43800e+00,-4.174606e-08,2.044307e-03
4.47500e+00,-4.809999e-08,2.076891e-03
4.51300e+00,-5.004988e-08,2.165210e-03
4.55000e+00,-4.816565e-08,2.201389e-03
4.58800e+00,-4.294770e-08,2.242768e-03
4.62500e+00,-5.407679e-08,2.215049e-03
4.66300e+00,-4.443762e-08,2.285955e-03
4.70000e+00,-4.563649e-08,2.316958e-03
4.73800e+00,-5.095480e-08,2.356973e-03
4.77500e+00,-6.698826e-08,2.334973e-03
4.81300e+00,-5.403446e-08,2.489077e-03
4.85000e+00,-6.493174e-08,2.530671e-03
4.88800e+00,-5.157787e-08,2.517050e-03
4.92500e+00,-6.053754e-08,2.531403e-03
4.96300e+00,-6.479521e-08,2.551854e-03
5.00000e+00,-5.979352e-08,2.628103e-03
