Bias,Capacity_1K,Conductivity_1K,Capacity_10K,Conductivity_10K,Capacity_100K,Conductivity_100K,Capacity_1M,Conductivity_1M
-9.30000e-01,5.527943e-10,1.247630e-07,5.598343e-10,1.777594e-07,5.590896e-10,2.567256e-06,6.449563e-10,1.569972e-04
-9.15000e-01,5.860935e-10,5.813335e-08,5.634583e-10,-6.537638e-08,5.605105e-10,3.053897e-06,6.469289e-10,1.554288e-04
-9.00000e-01,5.618648e-10,4.310499e-08,5.693902e-10,6.803979e-07,5.616303e-10,1.919021e-06,6.487694e-10,1.574336e-04
-8.85000e-01,5.401135e-10,2.308113e-07,5.736909e-10,1.255850e-07,5.632831e-10,1.998366e-06,6.507629e-10,1.546040e-04
-8.70000e-01,5.530564e-10,2.478618e-07,5.697411e-10,-5.691032e-08,5.647220e-10,2.040692e-06,6.526222e-10,1.582856e-04
-8.55000e-01,5.562185e-10,1.437561e-07,5.712058e-10,4.941489e-10,5.672783e-10,2.014545e-06,6.543509e-10,1.551054e-04
-8.40000e-01,6.088873e-10,-1.377173e-07,5.650932e-10,-1.716577e-07,5.685480e-10,2.250798e-06,6.572179e-10,1.564370e-04
-8.25000e-01,5.739589e-10,-5.026832e-08,5.725200e-10,-2.120546e-07,5.714859e-10,2.866017e-06,6.593487e-10,1.601083e-04
-8.10000e-01,5.715878e-10,-1.529385e-07,5.816589e-10,3.548625e-07,5.720366e-10,2.066085e-06,6.612534e-10,1.631535e-04
-7.95000e-01,6.627047e-10,-1.682574e-08,5.757735e-10,9.030731e-08,5.733963e-10,2.096490e-06,6.626966e-10,1.626844e-04
-7.80000e-01,5.789734e-10,-4.030709e-07,5.797604e-10,2.526256e-07,5.739219e-10,2.349533e-06,6.649102e-10,1.648130e-04
-7.65000e-01,5.839439e-10,-9.050189e-08,5.796136e-10,1.851102e-07,5.772830e-10,2.222291e-06,6.671603e-10,1.623560e-04
-7.50000e-01,5.978577e-10,-2.846033e-07,5.772326e-10,3.765715e-07,5.786123e-10,2.091620e-06,6.687847e-10,1.647174e-04
-7.35000e-01,6.285632e-10,9.519879e-08,5.818478e-10,-6.057583e-08,5.790589e-10,2.753438e-06,6.709092e-10,1.677167e-04
-7.20000e-01,5.966718e-10,-7.414738e-08,5.886589e-10,4.077384e-08,5.817092e-10,2.426567e-06,6.737296e-10,1.700457e-04
-7.05000e-01,5.882508e-10,-1.325060e-07,5.862856e-10,4.420872e-07,5.825655e-10,2.295281e-06,6.765952e-10,1.713177e-04
-6.90000e-01,5.669055e-10,-1.861910e-07,5.917392e-10,5.809540e-08,5.856270e-10,2.375387e-06,6.787028e-10,1.646395e-04
-6.75000e-01,5.579109e-10,1.667554e-07,5.913428e-10,1.085963e-07,5.854697e-10,3.490236e-06,6.808007e-10,1.776515e-04
-6.60000e-01,5.955205e-10,-2.619938e-08,5.916880e-10,2.472430e-07,5.906181e-10,2.725789e-06,6.827468e-10,1.715509e-04
-6.45000e-01,6.600388e-10,1.239955e-07,6.017511e-10,3.489810e-07,5.899175e-10,2.389660e-06,6.854749e-10,1.667436e-04
-6.30000e-01,5.932051e-10,6.680300e-08,5.915788e-10,2.875733e-07,5.909574e-10,2.611169e-06,6.888967e-10,1.805413e-04
-6.15000e-01,6.286403e-10,-1.880413e-07,5.930360e-10,9.744561e-08,5.940879e-10,2.129957e-06,6.900605e-10,1.781393e-04
-6.00000e-01,5.838783e-10,-5.866987e-08,5.953416e-10,-3.445881e-07,5.955331e-10,2.265164e-06,6.920736e-10,1.770267e-04
-5.85000e-01,6.121507e-10,-2.542729e-07,6.056822e-10,1.483126e-07,5.975773e-10,2.337163e-06,6.949471e-10,1.745187e-04
-5.70000e-01,6.154827e-10,2.472394e-07,6.051664e-10,2.564833e-07,5.994081e-10,3.070772e-06,6.981072e-10,1.795782e-04
-5.55000e-01,6.082428e-10,-2.828509e-07,6.031278e-10,1.659776e-08,6.003629e-10,2.965556e-06,6.985975e-10,1.835878e-04
-5.40000e-01,6.264080e-10,-2.821382e-08,6.018101e-10,-2.370842e-07,6.017526e-10,2.834351e-06,7.021580e-10,1.824557e-04
-5.25000e-01,5.988889e-10,-3.332768e-08,6.087164e-10,2.095409e-08,6.050009e-10,1.897435e-06,7.050227e-10,1.841372e-04
-5.10000e-01,5.936113e-10,2.656682e-07,6.057128e-10,-1.480395e-07,6.076028e-10,2.269098e-06,7.077818e-10,1.840469e-04
-4.95000e-01,5.930527e-10,1.351791e-07,6.124675e-10,1.015686e-07,6.092091e-10,2.044123e-06,7.096422e-10,1.875218e-04
-4.80000e-01,6.584624e-10,-6.950290e-08,6.162886e-10,3.508610e-07,6.109712e-10,2.781146e-06,7.124765e-10,1.909852e-04
-4.65000e-01,6.055164e-10,3.296844e-07,6.222712e-10,3.298113e-07,6.120204e-10,2.808427e-06,7.149699e-10,1.885863e-04
-4.50000e-01,6.098499e-10,4.261749e-08,6.218951e-10,1.006708e-07,6.141849e-10,2.652270e-06,7.178923e-10,1.883158e-04
-4.35000e-01,5.907974e-10,4.491192e-08,6.232510e-10,1.932552e-09,6.160925e-10,3.161914e-06,7.199950e-10,1.903890e-04
-4.20000e-01,6.519963e-10,1.223874e-08,6.243767e-10,7.983834e-08,6.192774e-10,2.579831e-06,7.234376e-10,1.991065e-04
