Bias,Capacity_1K,Conductivity_1K,Capacity_10K,Conductivity_10K,Capacity_100K,Conductivity_100K,Capacity_1M,Conductivity_1M
-1.72500e+00,4.850773e-10,4.296566e-08,5.247435e-10,1.935402e-07,5.119200e-10,3.541645e-05,2.407256e-10,1.734183e-03
-1.71000e+00,5.451598e-10,-3.795509e-08,5.144609e-10,6.873879e-07,5.137097e-10,3.624735e-05,2.405815e-10,1.737262e-03
-1.69500e+00,5.127425e-10,2.657862e-07,5.198394e-10,5.667773e-07,5.134554e-10,3.591212e-05,2.405646e-10,1.742947e-03
-1.68000e+00,5.531791e-10,-1.582986e-08,5.258273e-10,3.893281e-07,5.156520e-10,3.637677e-05,2.401985e-10,1.746072e-03
-1.66500e+00,5.104415e-10,1.534572e-07,5.274715e-10,5.303664e-07,5.165964e-10,3.682758e-05,2.402314e-10,1.752681e-03
-1.65000e+00,5.206511e-10,-1.261595e-07,5.216788e-10,6.211070e-07,5.169268e-10,3.695349e-05,2.402223e-10,1.752284e-03
-1.63500e+00,5.090887e-10,-1.951355e-08,5.281222e-10,8.795363e-07,5.185346e-10,3.713118e-05,2.401037e-10,1.757336e-03
-1.62000e+00,5.040400e-10,2.691500e-08,5.252620e-10,6.116406e-07,5.200366e-10,3.710851e-05,2.403634e-10,1.760251e-03
-1.60500e+00,5.360501e-10,1.532529e-07,5.307378e-10,5.930384e-07,5.216578e-10,3.724740e-05,2.401927e-10,1.765684e-03
-1.59000e+00,5.377503e-10,-3.215858e-07,5.310362e-10,3.024261e-07,5.226303e-10,3.739293e-05,2.398522e-10,1.769564e-03
-1.57500e+00,5.511527e-10,-1.075347e-07,5.313267e-10,8.113664e-08,5.233367e-10,3.753720e-05,2.398370e-10,1.770365e-03
-1.56000e+00,5.317780e-10,2.375716e-07,5.305671e-10,4.672044e-07,5.247774e-10,3.741480e-05,2.396158e-10,1.779765e-03
-1.54500e+00,5.402879e-10,6.780785e-08,5.437452e-10,7.728976e-07,5.254300e-10,3.770133e-05,2.396684e-10,1.777529e-03
-1.53000e+00,5.652831e-10,-1.935496e-07,5.365792e-10,2.719949e-07,5.258875e-10,3.832074e-05,2.399706e-10,1.784888e-03
-1.51500e+00,5.238203e-10,-1.678806e-08,5.353756e-10,8.163235e-07,5.279609e-10,3.809620e-05,2.395399e-10,1.784223e-03
-1.50000e+00,5.900180e-10,-1.691320e-07,5.383738e-10,1.952842e-07,5.292514e-10,3.878088e-05,2.397025e-10,1.790015e-03
-1.48500e+00,5.165630e-10,-8.910930e-08,5.399106e-10,4.662770e-07,5.302487e-10,3.877077e-05,2.394603e-10,1.795129e-03
-1.47000e+00,5.635441e-10,-5.779507e-09,5.405248e-10,4.531376e-07,5.319638e-10,3.895336e-05,2.396052e-10,1.799047e-03
-1.45500e+00,5.511163e-10,7.097471e-08,5.385232e-10,6.024523e-07,5.326805e-10,3.873376e-05,2.390371e-10,1.803919e-03
-1.44000e+00,5.100179e-10,1.218164e-07,5.428749e-10,2.579553e-07,5.347615e-10,3.915078e-05,2.392477e-10,1.807297e-03
-1.42500e+00,5.167538e-10,-1.295038e-08,5.472814e-10,3.891665e-07,5.357051e-10,3.945465e-05,2.392533e-10,1.811086e-03
-1.41000e+00,5.243344e-10,-5.653545e-08,5.418428e-10,6.117747e-07,5.370661e-10,3.932020e-05,2.387723e-10,1.813981e-03
-1.39500e+00,5.338975e-10,4.559285e-08,5.531335e-10,8.773024e-07,5.380878e-10,3.973005e-05,2.386957e-10,1.820491e-03
-1.38000e+00,5.783137e-10,-2.309567e-07,5.393677e-10,1.213453e-07,5.401161e-10,3.962285e-05,2.392603e-10,1.820604e-03
-1.36500e+00,5.289749e-10,-1.098242e-07,5.492752e-10,7.368661e-07,5.412559e-10,3.986441e-05,2.386030e-10,1.824016e-03
-1.35000e+00,5.982618e-10,-1.237051e-07,5.493385e-10,1.689879e-07,5.417646e-10,3.978458e-05,2.383702e-10,1.829749e-03
-1.33500e+00,5.462222e-10,2.721758e-07,5.531567e-10,9.163729e-07,5.436694e-10,4.032976e-05,2.382091e-10,1.833876e-03
-1.32000e+00,5.640868e-10,1.951358e-07,5.538163e-10,4.795066e-07,5.455166e-10,4.019745e-05,2.381761e-10,1.837914e-03
-1.30500e+00,4.946821e-10,-1.548650e-07,5.539692e-10,4.041078e-07,5.464790e-10,4.099108e-05,2.376651e-10,1.843289e-03
-1.29000e+00,5.639572e-10,-6.960780e-08,5.574677e-10,5.662248e-07,5.478243e-10,4.105585e-05,2.379549e-10,1.848664e-03
-1.27500e+00,5.513029e-10,6.719938e-08,5.602184e-10,5.363410e-07,5.496745e-10,4.131260e-05,2.381975e-10,1.849795e-03
-1.26000e+00,5.874470e-10,-3.177235e-08,5.633064e-10,5.250495e-07,5.507518e-10,4.149628e-05,2.379274e-10,1.853666e-03
-1.24500e+00,5.747184e-10,-2.310594e-07,5.593129e-10,4.097646e-07,5.515073e-10,4.159488e-05,2.376115e-10,1.856662e-03
-1.23000e+00,5.649963e-10,-6.310981e-08,5.646206e-10,-2.035298e-08,5.537598e-10,4.136860e-05,2.376219e-10,1.861355e-03
-1.21500e+00,5.980842e-10,-1.416671e-07,5.775633e-10,9.156624e-08,5.556128e-10,4.270527e-05,2.374438e-10,1.865626e-03
-1.20000e+00,5.758667e-10,2.219829e-07,5.681834e-10,1.006880e-06,5.569958e-10,4.306277e-05,2.367875e-10,1.870804e-03
-1.18500e+00,5.575013e-10,5.909380e-09,5.626257e-10,7.580579e-07,5.571576e-10,4.251051e-05,2.367538e-10,1.873024e-03
-1.17000e+00,5.597733e-10,-2.628163e-08,5.681270e-10,6.496604e-07,5.594484e-10,4.257167e-05,2.367577e-10,1.876986e-03
-1.15500e+00,6.137273e-10,-1.930869e-08,5.683193e-10,7.766890e-07,5.607249e-10,4.279590e-05,2.366330e-10,1.883317e-03
-1.14000e+00,6.060942e-10,2.708995e-07,5.742866e-10,7.869792e-07,5.627463e-10,4.383153e-05,2.368125e-10,1.885684e-03
-1.12500e+00,5.624509e-10,8.227592e-08,5.805814e-10,6.794979e-07,5.633701e-10,4.382974e-05,2.364695e-10,1.893324e-03
-1.11000e+00,5.831576e-10,4.853202e-07,5.785322e-10,7.146693e-07,5.657196e-10,4.340503e-05,2.362679e-10,1.897695e-03
-1.09500e+00,5.822412e-10,-1.195193e-08,5.807392e-10,3.825776e-07,5.660275e-10,4.357640e-05,2.360835e-10,1.900011e-03
-1.08000e+00,5.675095e-10,-2.102593e-08,5.832011e-10,6.294211e-07,5.673546e-10,4.445513e-05,2.359064e-10,1.908178e-03
-1.06500e+00,6.093395e-10,-1.060224e-07,5.807052e-10,9.088520e-07,5.700774e-10,4.443396e-05,2.357754e-10,1.908246e-03
-1.05000e+00,6.302265e-10,-7.625824e-08,5.853696e-10,-2.007311e-07,5.713289e-10,4.558374e-05,2.355404e-10,1.914104e-03
-1.03500e+00,5.829347e-10,7.994004e-08,5.840392e-10,5.127122e-07,5.717846e-10,4.523976e-05,2.355426e-10,1.917853e-03
-1.02000e+00,5.787376e-10,1.680258e-07,5.869334e-10,4.083466e-07,5.751918e-10,4.513176e-05,2.351399e-10,1.924382e-03
-1.00500e+00,5.607561e-10,-1.751827e-07,5.922890e-10,5.601348e-07,5.766188e-10,4.560815e-05,2.347365e-10,1.930444e-03
-9.90000e-01,5.462919e-10,1.461609e-08,5.922438e-10,5.218171e-07,5.775404e-10,4.570587e-05,2.352809e-10,1.930232e-03
-9.75000e-01,5.885291e-10,-1.477094e-07,5.981411e-10,5.704239e-07,5.801388e-10,4.590812e-05,2.350759e-10,1.934421e-03
-9.60000e-01,5.806076e-10,-1.841710e-07,5.975884e-10,3.625373e-07,5.813996e-10,4.644158e-05,2.350100e-10,1.939896e-03
-9.45000e-01,5.805317e-10,1.449051e-08,5.980785e-10,5.816044e-07,5.831176e-10,4.628826e-05,2.340812e-10,1.945072e-03
-9.30000e-01,6.128577e-10,6.458512e-08,5.947597e-10,8.148738e-07,5.845366e-10,4.660040e-05,2.337519e-10,1.949845e-03
-9.15000e-01,5.789524e-10,1.844500e-07,6.015072e-10,6.836349e-07,5.865773e-10,4.665676e-05,2.345719e-10,1.954060e-03
-9.00000e-01,6.357183e-10,6.053585e-08,5.887846e-10,8.370490e-07,5.881386e-10,4.746706e-05,2.338826e-10,1.959860e-03
-8.85000e-01,5.592634e-10,2.097107e-07,6.027928e-10,9.192581e-07,5.904265e-10,4.746624e-05,2.335111e-10,1.959684e-03
-8.70000e-01,6.076512e-10,-9.514763e-08,5.998865e-10,3.525983e-07,5.919558e-10,4.791095e-05,2.337331e-10,1.971947e-03
-8.55000e-01,5.868889e-10,1.424971e-07,6.029210e-10,8.572091e-07,5.933668e-10,4.818826e-05,2.335576e-10,1.971831e-03
-8.40000e-01,6.231489e-10,-3.718034e-09,6.065579e-10,3.934134e-07,5.947981e-10,4.856515e-05,2.327671e-10,1.977377e-03
-8.25000e-01,6.194598e-10,1.703435e-07,6.055929e-10,8.636753e-08,5.971787e-10,4.872921e-05,2.323570e-10,1.982529e-03
-8.10000e-01,6.429600e-10,-1.809152e-07,6.115610e-10,8.281608e-07,5.993261e-10,4.905788e-05,2.327597e-10,1.984012e-03
-7.95000e-01,6.139518e-10,3.177983e-08,6.091345e-10,1.336067e-07,6.013814e-10,4.943206e-05,2.320578e-10,1.989855e-03
-7.80000e-01,6.119815e-10,3.107143e-08,6.157226e-10,5.348683e-07,6.022163e-10,5.017847e-05,2.322519e-10,1.997153e-03
-7.65000e-01,6.215678e-10,7.854248e-08,6.215298e-10,4.696552e-07,6.040669e-10,5.006871e-05,2.319557e-10,2.001912e-03
-7.50000e-01,6.247982e-10,-3.446295e-07,6.192053e-10,3.762826e-07,6.070244e-10,5.012411e-05,2.318624e-10,2.004084e-03
-7.35000e-01,6.711848e-10,2.567309e-07,6.233820e-10,6.376029e-07,6.074820e-10,5.114617e-05,2.316904e-10,2.012369e-03
-7.20000e-01,6.280160e-10,-3.886947e-07,6.221714e-10,6.931039e-07,6.103663e-10,5.145979e-05,2.314054e-10,2.015060e-03
-7.05000e-01,6.450702e-10,3.323358e-07,6.251129e-10,2.925187e-07,6.116554e-10,5.141422e-05,2.309271e-10,2.020169e-03
-6.90000e-01,6.615266e-10,-7.505894e-08,6.316557e-10,2.756431e-07,6.136833e-10,5.165664e-05,2.303857e-10,2.025156e-03
-6.75000e-01,6.519781e-10,-2.800797e-07,6.230439e-10,3.004894e-07,6.156208e-10,5.212405e-05,2.300322e-10,2.027737e-03
-6.60000e-01,5.694413e-10,2.460582e-07,6.280416e-10,5.589422e-07,6.174463e-10,5.227469e-05,2.298347e-10,2.031930e-03
-6.45000e-01,6.281445e-10,2.497133e-07,6.317514e-10,6.767690e-07,6.206688e-10,5.309620e-05,2.301152e-10,2.041005e-03
-6.30000e-01,6.079576e-10,9.616790e-08,6.332637e-10,3.797470e-07,6.215972e-10,5.357286e-05,2.297753e-10,2.046045e-03
-6.15000e-01,6.663833e-10,1.244396e-07,6.412512e-10,9.426324e-07,6.240348e-10,5.398120e-05,2.298685e-10,2.046332e-03
-6.00000e-01,6.608458e-10,-3.380753e-08,6.346718e-10,1.021019e-06,6.268224e-10,5.394569e-05,2.287626e-10,2.057788e-03
-5.85000e-01,6.369700e-10,-4.789241e-08,6.512169e-10,6.296185e-07,6.285356e-10,5.450803e-05,2.283405e-10,2.060854e-03
-5.70000e-01,6.288761e-10,1.481839e-07,6.435803e-10,9.540698e-07,6.300807e-10,5.449825e-05,2.281274e-10,2.065894e-03
-5.55000e-01,6.702252e-10,-1.201031e-07,6.456060e-10,5.457314e-07,6.320574e-10,5.496293e-05,2.285835e-10,2.068840e-03
-5.40000e-01,6.930707e-10,-6.802131e-08,6.481756e-10,5.857394e-07,6.352256e-10,5.595081e-05,2.278170e-10,2.072206e-03
-5.25000e-01,6.456577e-10,6.819143e-10,6.429119e-10,6.160519e-07,6.362991e-10,5.516725e-05,2.278404e-10,2.080456e-03
-5.10000e-01,6.284781e-10,2.383150e-07,6.541397e-10,8.746667e-07,6.390668e-10,5.557621e-05,2.275505e-10,2.083134e-03
-4.95000e-01,6.585972e-10,1.410519e-07,6.559179e-10,6.938374e-07,6.419703e-10,5.673628e-05,2.266482e-10,2.090527e-03
-4.80000e-01,6.649262e-10,1.382098e-07,6.546601e-10,5.036097e-07,6.434303e-10,5.705003e-05,2.264432e-10,2.093980e-03
-4.65000e-01,6.660454e-10,5.549126e-08,6.630416e-10,5.969842e-07,6.452587e-10,5.725635e-05,2.259502e-10,2.099737e-03
-4.50000e-01,6.930507e-10,-9.274240e-08,6.623429e-10,1.032031e-06,6.470287e-10,5.808448e-05,2.257927e-10,2.105664e-03
-4.35000e-01,6.414738e-10,1.220360e-07,6.641394e-10,3.710266e-07,6.506580e-10,5.850931e-05,2.257814e-10,2.111904e-03
-4.20000e-01,6.645143e-10,-4.124131e-08,6.650008e-10,4.228691e-07,6.527535e-10,5.825879e-05,2.251621e-10,2.117020e-03
-4.05000e-01,6.968196e-10,-7.165094e-08,6.729613e-10,7.409515e-07,6.553409e-10,5.863053e-05,2.248349e-10,2.120318e-03
-3.90000e-01,6.596225e-10,2.160845e-07,6.774606e-10,7.334096e-07,6.574482e-10,5.940444e-05,2.247035e-10,2.127279e-03
-3.75000e-01,6.682224e-10,-8.535963e-09,6.748812e-10,3.138584e-07,6.597939e-10,6.054519e-05,2.242277e-10,2.133589e-03
-3.60000e-01,6.397762e-10,-9.310557e-09,6.796124e-10,3.956332e-07,6.636626e-10,6.017015e-05,2.240323e-10,2.136973e-03
-3.45000e-01,7.010935e-10,8.508617e-08,6.875083e-10,9.011709e-07,6.664436e-10,6.074288e-05,2.230305e-10,2.144008e-03
-3.30000e-01,7.274316e-10,3.436640e-07,6.814796e-10,5.383150e-07,6.684966e-10,6.160677e-05,2.229004e-10,2.147903e-03
-3.15000e-01,7.067131e-10,2.778973e-07,6.876470e-10,8.384236e-07,6.703752e-10,6.137665e-05,2.226730e-10,2.154677e-03
-3.00000e-01,6.914382e-10,-2.087314e-08,6.903861e-10,5.661023e-07,6.728924e-10,6.220175e-05,2.223317e-10,2.160204e-03
-2.85000e-01,7.054959e-10,6.807901e-08,6.918196e-10,3.927879e-07,6.754270e-10,6.291422e-05,2.215270e-10,2.165550e-03
-2.70000e-01,7.155253e-10,1.216904e-07,7.017431e-10,4.002405e-07,6.785111e-10,6.308731e-05,2.212505e-10,2.170647e-03
-2.55000e-01,7.197643e-10,-2.146773e-07,6.984805e-10,2.778002e-07,6.808227e-10,6.334170e-05,2.211119e-10,2.175026e-03
-2.40000e-01,6.976884e-10,-1.497207e-07,6.975335e-10,9.658619e-07,6.833931e-10,6.470043e-05,2.204948e-10,2.183154e-03
-2.25000e-01,7.031605e-10,-1.571807e-07,7.061758e-10,9.781799e-07,6.856660e-10,6.469782e-05,2.204143e-10,2.189477e-03
-2.10000e-01,7.407174e-10,9.810903e-08,7.052595e-10,9.580646e-07,6.891470e-10,6.467701e-05,2.199928e-10,2.196835e-03
-1.95000e-01,7.310054e-10,3.022393e-08,7.096366e-10,4.054645e-07,6.926423e-10,6.597992e-05,2.196836e-10,2.200074e-03
