Bias,Capacity_1K,Conductivity_1K,Capacity_10K,Conductivity_10K,Capacity_100K,Conductivity_100K,Capacity_1M,Conductivity_1M
-8.00000e-01,6.056285e-10,8.668607e-07,6.064997e-10,1.437754e-06,5.271023e-10,6.660869e-05,1.050890e-10,1.382737e-03
-7.80000e-01,6.093557e-10,1.229976e-06,6.055850e-10,1.187835e-06,5.288192e-10,6.658908e-05,1.050321e-10,1.383126e-03
-7.60000e-01,6.111493e-10,1.076835e-06,6.113458e-10,1.151159e-06,5.296907e-10,6.708883e-05,1.048909e-10,1.385752e-03
-7.40000e-01,6.149787e-10,8.760486e-07,6.116589e-10,5.845540e-07,5.305345e-10,6.744415e-05,1.048422e-10,1.387423e-03
-7.20000e-01,6.126881e-10,1.013465e-06,6.187135e-10,1.275247e-06,5.324858e-10,6.777150e-05,1.047197e-10,1.388495e-03
-7.00000e-01,6.174994e-10,1.254308e-06,6.189191e-10,7.813152e-07,5.335083e-10,6.847745e-05,1.043193e-10,1.390334e-03
-6.80000e-01,6.188641e-10,8.031961e-07,6.230445e-10,1.056229e-06,5.346156e-10,6.828323e-05,1.041473e-10,1.391954e-03
-6.60000e-01,6.262602e-10,1.205727e-06,6.231196e-10,1.007295e-06,5.357165e-10,6.880487e-05,1.040518e-10,1.391334e-03
-6.40000e-01,6.288236e-10,1.135974e-06,6.298896e-10,8.867524e-07,5.371703e-10,6.895396e-05,1.038164e-10,1.394160e-03
-6.20000e-01,6.319183e-10,9.649895e-07,6.261154e-10,9.183098e-07,5.383300e-10,6.951090e-05,1.035979e-10,1.394382e-03
-6.00000e-01,6.353153e-10,1.116814e-06,6.383676e-10,1.194446e-06,5.399172e-10,7.037091e-05,1.035290e-10,1.395831e-03
-5.80000e-01,6.303255e-10,9.430505e-07,6.358860e-10,1.055581e-06,5.409287e-10,7.018165e-05,1.034477e-10,1.398165e-03
-5.60000e-01,6.383150e-10,1.329789e-06,6.390367e-10,1.193271e-06,5.420643e-10,6.992777e-05,1.029790e-10,1.398872e-03
-5.40000e-01,6.456872e-10,8.977897e-07,6.378787e-10,8.400492e-07,5.433954e-10,7.116079e-05,1.026075e-10,1.400472e-03
-5.20000e-01,6.458021e-10,1.117291e-06,6.473399e-10,1.194789e-06,5.457998e-10,7.128612e-05,1.027864e-10,1.401876e-03
-5.00000e-01,6.492117e-10,1.002112e-06,6.565697e-10,1.081228e-06,5.467226e-10,7.161607e-05,1.027804e-10,1.403240e-03
-4.80000e-01,6.564198e-10,1.240169e-06,6.535545e-10,9.591549e-07,5.483533e-10,7.252905e-05,1.025120e-10,1.406225e-03
-4.60000e-01,6.477350e-10,9.914410e-07,6.558218e-10,1.139305e-06,5.493703e-10,7.210156e-05,1.024567e-10,1.407399e-03
-4.40000e-01,6.603502e-10,1.123256e-06,6.612958e-10,1.172836e-06,5.507194e-10,7.300104e-05,1.020852e-10,1.409436e-03
-4.20000e-01,6.683315e-10,1.115712e-06,6.662242e-10,1.205876e-06,5.517525e-10,7.345607e-05,1.023801e-10,1.411868e-03
-4.00000e-01,6.594249e-10,1.551045e-06,6.661011e-10,1.501692e-06,5.542865e-10,7.429886e-05,1.020839e-10,1.413648e-03
-3.80000e-01,6.763770e-10,1.459321e-06,6.740150e-10,1.345350e-06,5.556805e-10,7.399665e-05,1.016230e-10,1.413002e-03
-3.60000e-01,6.676652e-10,1.201946e-06,6.761765e-10,1.293489e-06,5.569538e-10,7.452781e-05,1.017442e-10,1.416688e-03
