Bias,Capacity_1K,Conductivity_1K,Capacity_100K,Conductivity_100K,Capacity_1M,Conductivity_1M
-2.42200e+00,5.626831e-10,-2.333513e-08,5.414722e-10,4.276700e-06,5.765480e-10,2.562434e-04
-2.40500e+00,5.776200e-10,2.417290e-07,5.428602e-10,4.831173e-06,5.781179e-10,2.572145e-04
-2.38700e+00,5.567315e-10,-1.299554e-07,5.444915e-10,4.704978e-06,5.790314e-10,2.583675e-04
-2.37000e+00,5.910377e-10,-1.228847e-07,5.444446e-10,3.964984e-06,5.801425e-10,2.595092e-04
-2.35200e+00,5.399800e-10,7.742192e-08,5.450732e-10,4.241407e-06,5.816221e-10,2.584037e-04
-2.33500e+00,5.519832e-10,1.673257e-07,5.464628e-10,4.752782e-06,5.827654e-10,2.622555e-04
-2.31700e+00,5.874331e-10,-2.039491e-07,5.476005e-10,4.494427e-06,5.842512e-10,2.591801e-04
-2.30000e+00,5.748392e-10,-1.853847e-07,5.491129e-10,4.604201e-06,5.854767e-10,2.647592e-04
-2.28200e+00,5.676437e-10,6.430275e-08,5.492254e-10,4.929956e-06,5.870468e-10,2.644157e-04
-2.26500e+00,5.505507e-10,2.838558e-07,5.504022e-10,4.617189e-06,5.880615e-10,2.652857e-04
-2.24700e+00,5.576629e-10,4.323942e-08,5.522448e-10,4.847885e-06,5.896832e-10,2.652831e-04
-2.23000e+00,5.934393e-10,2.105759e-07,5.533636e-10,4.992547e-06,5.907590e-10,2.665437e-04
-2.21200e+00,6.267317e-10,-2.446384e-07,5.546539e-10,4.637390e-06,5.923352e-10,2.691668e-04
-2.19500e+00,5.941941e-10,4.939150e-09,5.557758e-10,4.666422e-06,5.932420e-10,2.699087e-04
-2.17700e+00,5.896238e-10,-2.680846e-07,5.573174e-10,5.287222e-06,5.944117e-10,2.697908e-04
-2.16000e+00,5.937356e-10,7.517660e-08,5.583839e-10,4.541970e-06,5.958965e-10,2.745306e-04
-2.14200e+00,5.335787e-10,-5.332571e-08,5.597524e-10,5.352025e-06,5.974302e-10,2.723437e-04
-2.12500e+00,4.907854e-10,1.875543e-07,5.606688e-10,5.053284e-06,5.984527e-10,2.739259e-04
-2.10700e+00,6.074885e-10,2.186435e-07,5.617766e-10,5.632509e-06,6.002123e-10,2.753426e-04
-2.09000e+00,5.985539e-10,1.105308e-07,5.618113e-10,5.248043e-06,6.012766e-10,2.764879e-04
-2.07200e+00,5.691264e-10,-4.808397e-08,5.633578e-10,5.106685e-06,6.032853e-10,2.786120e-04
-2.05500e+00,5.860697e-10,1.698331e-07,5.647477e-10,4.666355e-06,6.040403e-10,2.799671e-04
-2.03700e+00,6.186531e-10,2.010449e-07,5.662700e-10,4.492993e-06,6.057306e-10,2.803066e-04
-2.02000e+00,5.928425e-10,2.861491e-07,5.676656e-10,4.783416e-06,6.069873e-10,2.824008e-04
-2.00200e+00,6.009841e-10,-1.310948e-08,5.691989e-10,4.767833e-06,6.086076e-10,2.820390e-04
-1.98500e+00,5.752128e-10,-1.197731e-07,5.696820e-10,5.019758e-06,6.098559e-10,2.829124e-04
-1.96700e+00,6.340489e-10,-9.282964e-08,5.714867e-10,5.563380e-06,6.115399e-10,2.849567e-04
-1.95000e+00,5.983580e-10,3.867112e-08,5.737150e-10,5.067550e-06,6.128387e-10,2.847755e-04
-1.93200e+00,5.871724e-10,6.854991e-08,5.747561e-10,5.061276e-06,6.143164e-10,2.904425e-04
-1.91500e+00,6.066586e-10,-8.407731e-08,5.757861e-10,5.291040e-06,6.152023e-10,2.915333e-04
-1.89700e+00,5.766352e-10,1.994888e-08,5.764983e-10,5.466874e-06,6.170398e-10,2.887215e-04
-1.88000e+00,6.047766e-10,2.318193e-07,5.785155e-10,4.826975e-06,6.182378e-10,2.908051e-04
-1.86200e+00,6.030569e-10,2.483732e-08,5.796591e-10,5.459454e-06,6.198999e-10,2.945273e-04
-1.84500e+00,5.784452e-10,1.299409e-07,5.804670e-10,5.112351e-06,6.213162e-10,2.951043e-04
-1.82700e+00,6.345465e-10,-4.437695e-08,5.817399e-10,5.213835e-06,6.230707e-10,2.962807e-04
-1.81000e+00,6.427781e-10,1.995285e-07,5.838892e-10,5.083090e-06,6.244636e-10,2.961929e-04
-1.79200e+00,6.455523e-10,-3.263826e-07,5.845913e-10,5.153045e-06,6.262016e-10,3.002516e-04
-1.77500e+00,6.292428e-10,9.527528e-08,5.870182e-10,4.733322e-06,6.277431e-10,3.013733e-04
-1.75700e+00,5.894704e-10,-5.713437e-08,5.881303e-10,5.468091e-06,6.293249e-10,3.048026e-04
-1.74000e+00,5.955224e-10,9.558191e-08,5.893855e-10,5.272829e-06,6.305994e-10,3.037431e-04
-1.72200e+00,6.459412e-10,-2.453160e-10,5.894296e-10,5.126604e-06,6.320719e-10,3.064554e-04
-1.70500e+00,6.054602e-10,3.925938e-08,5.911482e-10,4.952695e-06,6.337608e-10,3.059483e-04
-1.68700e+00,6.162333e-10,-5.175086e-08,5.926599e-10,5.057465e-06,6.353527e-10,3.080936e-04
-1.67000e+00,6.377128e-10,1.073251e-07,5.945147e-10,5.281656e-06,6.367953e-10,3.075426e-04
-1.65200e+00,6.343204e-10,1.241590e-07,5.955870e-10,5.290532e-06,6.389409e-10,3.095390e-04
-1.63500e+00,6.118407e-10,4.720322e-08,5.970991e-10,5.722887e-06,6.402615e-10,3.113300e-04
-1.61700e+00,6.454685e-10,-1.238190e-07,5.979301e-10,5.677135e-06,6.417344e-10,3.144909e-04
-1.60000e+00,6.494751e-10,2.379120e-08,5.991887e-10,5.419007e-06,6.435018e-10,3.141356e-04
-1.58200e+00,6.064917e-10,-1.193631e-07,6.013229e-10,5.640418e-06,6.451813e-10,3.144488e-04
-1.56500e+00,6.090868e-10,1.054428e-07,6.027336e-10,5.360027e-06,6.465840e-10,3.162765e-04
-1.54700e+00,6.161847e-10,8.886929e-08,6.044846e-10,5.643782e-06,6.487061e-10,3.206965e-04
-1.53000e+00,6.366125e-10,2.525663e-07,6.058850e-10,5.401954e-06,6.503045e-10,3.213223e-04
-1.51200e+00,6.384279e-10,1.732937e-08,6.075251e-10,6.013497e-06,6.522257e-10,3.214678e-04
-1.49500e+00,6.281773e-10,-1.154842e-07,6.099796e-10,5.985707e-06,6.533534e-10,3.240519e-04
-1.47700e+00,6.362855e-10,7.609870e-08,6.100346e-10,5.869410e-06,6.552643e-10,3.251600e-04
-1.46000e+00,6.517955e-10,6.795074e-08,6.123588e-10,5.876261e-06,6.569886e-10,3.255453e-04
-1.44200e+00,6.700080e-10,-6.727647e-08,6.126820e-10,6.019764e-06,6.587200e-10,3.285990e-04
-1.42500e+00,6.569280e-10,-8.163043e-08,6.137882e-10,5.923116e-06,6.606076e-10,3.312358e-04
-1.40700e+00,6.436225e-10,1.275864e-07,6.162142e-10,5.990856e-06,6.623788e-10,3.324004e-04
-1.39000e+00,6.842163e-10,1.154440e-07,6.179162e-10,5.443521e-06,6.641601e-10,3.334187e-04
-1.37200e+00,6.336597e-10,-9.500855e-09,6.202702e-10,6.047349e-06,6.659660e-10,3.378427e-04
-1.35500e+00,6.358665e-10,-1.144139e-08,6.215867e-10,5.717675e-06,6.677217e-10,3.403579e-04
-1.33700e+00,6.549798e-10,4.882339e-08,6.238265e-10,5.618509e-06,6.699086e-10,3.391736e-04
-1.32000e+00,6.563683e-10,-2.129358e-07,6.250586e-10,6.113366e-06,6.714667e-10,3.438539e-04
-1.30200e+00,6.134350e-10,1.695934e-07,6.263218e-10,6.102922e-06,6.736868e-10,3.429006e-04
-1.28500e+00,6.751653e-10,6.885080e-08,6.289189e-10,6.281226e-06,6.753542e-10,3.455215e-04
-1.26700e+00,6.803214e-10,-1.494390e-07,6.303812e-10,6.135971e-06,6.769539e-10,3.477100e-04
-1.25000e+00,6.802511e-10,2.527590e-07,6.319869e-10,6.861659e-06,6.793455e-10,3.492720e-04
-1.23200e+00,6.863025e-10,-1.541145e-07,6.329887e-10,6.384434e-06,6.812697e-10,3.511809e-04
-1.21500e+00,6.411821e-10,1.603284e-07,6.353514e-10,5.935314e-06,6.831271e-10,3.521988e-04
-1.19700e+00,7.142321e-10,3.148854e-07,6.361344e-10,6.235403e-06,6.848520e-10,3.556296e-04
-1.18000e+00,6.326784e-10,-1.347823e-08,6.382648e-10,6.265416e-06,6.869777e-10,3.552822e-04
-1.16200e+00,6.817669e-10,-8.104622e-08,6.404240e-10,6.286695e-06,6.892823e-10,3.579249e-04
-1.14500e+00,6.340723e-10,-5.094195e-08,6.411753e-10,6.591365e-06,6.912013e-10,3.602432e-04
-1.12700e+00,6.596583e-10,-2.597221e-07,6.441078e-10,6.180265e-06,6.932200e-10,3.637116e-04
-1.11000e+00,7.059273e-10,-3.545712e-08,6.457935e-10,6.047798e-06,6.952122e-10,3.634270e-04
-1.09200e+00,6.869715e-10,6.702978e-08,6.478727e-10,6.485219e-06,6.973158e-10,3.652890e-04
-1.07500e+00,6.436369e-10,1.710659e-07,6.494166e-10,6.825089e-06,6.996356e-10,3.665298e-04
-1.05700e+00,6.668359e-10,1.532172e-07,6.508560e-10,6.720162e-06,7.018338e-10,3.713495e-04
-1.04000e+00,6.965974e-10,1.083825e-07,6.534092e-10,6.978375e-06,7.038791e-10,3.728108e-04
-1.02200e+00,6.579233e-10,-1.379815e-08,6.549147e-10,6.585227e-06,7.059256e-10,3.732219e-04
-1.00500e+00,6.863110e-10,1.942136e-07,6.562483e-10,7.474988e-06,7.081501e-10,3.772346e-04
-9.87000e-01,6.831336e-10,1.097493e-07,6.588516e-10,6.660639e-06,7.103829e-10,3.780371e-04
-9.70000e-01,6.673751e-10,9.304526e-09,6.602235e-10,6.680422e-06,7.126696e-10,3.816082e-04
-9.52000e-01,6.902658e-10,-5.991090e-08,6.624903e-10,6.899794e-06,7.148562e-10,3.834000e-04
-9.35000e-01,7.184942e-10,-3.577527e-08,6.640793e-10,7.097233e-06,7.171390e-10,3.852455e-04
-9.17000e-01,6.623914e-10,1.904267e-07,6.659328e-10,6.961932e-06,7.193012e-10,3.905662e-04
-9.00000e-01,7.260596e-10,-7.668287e-08,6.678865e-10,6.871570e-06,7.215485e-10,3.900430e-04
-8.82000e-01,6.828058e-10,-4.629758e-08,6.703955e-10,6.593446e-06,7.243627e-10,3.962727e-04
-8.65000e-01,6.901599e-10,2.717667e-07,6.727295e-10,7.000574e-06,7.260824e-10,3.939104e-04
-8.47000e-01,6.726843e-10,-1.593879e-07,6.746632e-10,6.830344e-06,7.288143e-10,3.977018e-04
-8.30000e-01,7.019937e-10,-1.872745e-08,6.768155e-10,6.392644e-06,7.313065e-10,4.016025e-04
-8.12000e-01,7.100605e-10,-1.875207e-07,6.788067e-10,6.779678e-06,7.336429e-10,4.029241e-04
-7.95000e-01,7.429509e-10,-2.062433e-08,6.813535e-10,6.730967e-06,7.358208e-10,4.073381e-04
-7.77000e-01,7.163716e-10,-8.553156e-09,6.851005e-10,7.178989e-06,7.384789e-10,4.088919e-04
-7.60000e-01,7.587918e-10,2.863012e-07,6.864846e-10,7.138402e-06,7.409371e-10,4.116791e-04
-7.42000e-01,7.079242e-10,3.414733e-08,6.886117e-10,7.669099e-06,7.436757e-10,4.165664e-04
-7.25000e-01,6.843469e-10,1.312276e-07,6.898320e-10,7.866422e-06,7.463833e-10,4.175180e-04
-7.07000e-01,7.516247e-10,7.299143e-08,6.921760e-10,7.121851e-06,7.486878e-10,4.187677e-04
-6.90000e-01,7.606593e-10,8.681624e-08,6.946702e-10,7.629830e-06,7.510578e-10,4.236684e-04
-6.72000e-01,7.440067e-10,1.306473e-07,6.970796e-10,7.429919e-06,7.541181e-10,4.271124e-04
-6.55000e-01,7.326583e-10,1.556065e-07,6.990183e-10,7.326139e-06,7.569792e-10,4.287152e-04
-6.37000e-01,7.453740e-10,-5.318760e-08,7.017159e-10,7.647377e-06,7.594743e-10,4.319068e-04
-6.20000e-01,7.507586e-10,-1.975861e-07,7.042271e-10,6.296279e-06,7.618992e-10,4.336495e-04
-6.02000e-01,7.778568e-10,8.360366e-08,7.071268e-10,7.161204e-06,7.646466e-10,4.370193e-04
-5.85000e-01,7.324982e-10,-1.677269e-09,7.097112e-10,7.595602e-06,7.675183e-10,4.418094e-04
-5.67000e-01,7.424232e-10,9.084286e-10,7.112146e-10,8.078740e-06,7.706763e-10,4.432451e-04
-5.50000e-01,7.575903e-10,1.749064e-07,7.138657e-10,7.882461e-06,7.732679e-10,4.455571e-04
-5.32000e-01,7.768836e-10,4.260241e-07,7.149976e-10,7.967299e-06,7.765176e-10,4.488598e-04
-5.15000e-01,7.574770e-10,1.065666e-07,7.183238e-10,7.996841e-06,7.792530e-10,4.554976e-04
-4.97000e-01,7.553556e-10,-3.722075e-08,7.214526e-10,8.417954e-06,7.823776e-10,4.581593e-04
-4.80000e-01,7.741860e-10,-2.411950e-07,7.224138e-10,8.408580e-06,7.850735e-10,4.599630e-04
-4.62000e-01,7.238631e-10,-8.753243e-08,7.259969e-10,8.216261e-06,7.879954e-10,4.633509e-04
-4.45000e-01,7.698565e-10,2.346740e-07,7.281945e-10,7.863953e-06,7.912914e-10,4.681276e-04
-4.27000e-01,7.445252e-10,1.871887e-07,7.315625e-10,7.911022e-06,7.946855e-10,4.713851e-04
-4.10000e-01,8.022472e-10,4.676470e-07,7.351527e-10,7.738498e-06,7.971775e-10,4.738683e-04
-3.92000e-01,7.623848e-10,2.079114e-07,7.371615e-10,8.722892e-06,8.011757e-10,4.794737e-04
-3.75000e-01,7.798744e-10,-2.447445e-08,7.403616e-10,7.799305e-06,8.040121e-10,4.819968e-04
-3.57000e-01,7.897485e-10,1.338468e-07,7.426432e-10,8.417309e-06,8.071555e-10,4.855882e-04
-3.40000e-01,8.104891e-10,-6.508888e-08,7.464820e-10,8.580332e-06,8.101086e-10,4.904477e-04
-3.22000e-01,8.077620e-10,1.573598e-07,7.492130e-10,8.391307e-06,8.138504e-10,4.924018e-04
-3.05000e-01,8.525993e-10,1.353378e-08,7.513781e-10,9.544944e-06,8.169373e-10,4.991248e-04
-2.87000e-01,7.864003e-10,1.443190e-07,7.541198e-10,9.494465e-06,8.205966e-10,5.021000e-04
-2.70000e-01,8.573064e-10,2.015487e-07,7.562351e-10,8.448254e-06,8.243400e-10,5.062602e-04
-2.52000e-01,7.847291e-10,8.455129e-08,7.599721e-10,8.807840e-06,8.277028e-10,5.105957e-04
-2.35000e-01,8.046496e-10,-9.333412e-08,7.628451e-10,9.165311e-06,8.309644e-10,5.116097e-04
-2.17000e-01,7.780193e-10,1.114470e-08,7.669725e-10,8.685564e-06,8.348313e-10,5.169903e-04
-2.00000e-01,8.371410e-10,7.006352e-08,7.701068e-10,8.912788e-06,8.382722e-10,5.237719e-04
-1.82000e-01,8.164009e-10,2.182335e-07,7.734955e-10,8.700372e-06,8.421298e-10,5.286355e-04
-1.65000e-01,7.879057e-10,-3.613037e-08,7.759933e-10,9.237205e-06,8.456824e-10,5.303078e-04
-1.47000e-01,8.390184e-10,3.965427e-07,7.793560e-10,8.920273e-06,8.499557e-10,5.395628e-04
-1.30000e-01,8.592844e-10,1.309438e-07,7.838684e-10,8.468935e-06,8.534192e-10,5.411847e-04
-1.12000e-01,8.427402e-10,8.125705e-08,7.874452e-10,9.741467e-06,8.578444e-10,5.455582e-04
-9.50000e-02,8.752296e-10,2.415425e-07,7.888436e-10,1.046173e-05,8.616095e-10,5.486450e-04
-7.70000e-02,8.667348e-10,7.219257e-08,7.932527e-10,1.072059e-05,8.658990e-10,5.572789e-04
-6.00000e-02,8.847991e-10,6.800796e-08,7.962127e-10,9.808367e-06,8.700550e-10,5.577620e-04
-4.20000e-02,8.175170e-10,1.105899e-07,7.998895e-10,1.025993e-05,8.738956e-10,5.688914e-04
-2.50000e-02,8.646052e-10,-4.014647e-08,8.032312e-10,9.615817e-06,8.775773e-10,5.729311e-04
-7.00000e-03,8.472819e-10,1.143604e-07,8.074552e-10,9.795892e-06,8.824317e-10,5.775372e-04
1.00000e-02,8.083073e-10,-2.750016e-07,8.110755e-10,9.631070e-06,8.864023e-10,5.819062e-04
2.80000e-02,8.502509e-10,-8.095752e-08,8.153667e-10,9.481885e-06,8.910515e-10,5.894304e-04
4.50000e-02,8.655299e-10,3.948681e-08,8.190689e-10,9.672250e-06,8.954168e-10,5.951508e-04
6.30000e-02,8.777186e-10,-8.870952e-09,8.226561e-10,9.958625e-06,9.004713e-10,6.002290e-04
8.00000e-02,9.079195e-10,6.138278e-09,8.271785e-10,1.115350e-05,9.046747e-10,6.039134e-04
9.80000e-02,8.754383e-10,-6.519024e-08,8.301932e-10,1.119139e-05,9.099540e-10,6.134594e-04
1.15000e-01,8.909450e-10,-1.079389e-08,8.349145e-10,1.080850e-05,9.144511e-10,6.198887e-04
1.33000e-01,8.824143e-10,-2.095896e-07,8.390106e-10,1.099448e-05,9.193700e-10,6.276619e-04
1.50000e-01,9.326998e-10,-3.205717e-08,8.427209e-10,1.099025e-05,9.244364e-10,6.336406e-04
1.68000e-01,9.145388e-10,3.042928e-07,8.478263e-10,1.115755e-05,9.291787e-10,6.406963e-04
1.85000e-01,9.015265e-10,1.474333e-07,8.518735e-10,1.198211e-05,9.349120e-10,6.452982e-04
2.03000e-01,9.372529e-10,-1.335302e-07,8.547806e-10,1.110138e-05,9.401395e-10,6.532345e-04
2.20000e-01,9.060697e-10,2.612602e-08,8.607221e-10,1.095327e-05,9.455654e-10,6.620315e-04
2.38000e-01,9.169615e-10,7.250794e-08,8.662109e-10,1.124932e-05,9.505415e-10,6.699212e-04
2.55000e-01,9.548682e-10,-1.212156e-07,8.711762e-10,1.127516e-05,9.561825e-10,6.765323e-04
2.73000e-01,9.126065e-10,-1.708263e-07,8.753111e-10,1.146007e-05,9.620358e-10,6.846135e-04
2.90000e-01,9.463761e-10,3.920003e-07,8.810552e-10,1.219624e-05,9.675937e-10,6.927577e-04
3.08000e-01,9.095012e-10,-1.965665e-08,8.852105e-10,1.251053e-05,9.735852e-10,7.012608e-04
3.25000e-01,9.785518e-10,1.955124e-07,8.902418e-10,1.179231e-05,9.799874e-10,7.059057e-04
3.43000e-01,9.502816e-10,2.930047e-07,8.967525e-10,1.265249e-05,9.858870e-10,7.194299e-04
3.60000e-01,9.749606e-10,3.595869e-07,9.007418e-10,1.338179e-05,9.923607e-10,7.282188e-04
3.78000e-01,9.271270e-10,4.891203e-07,9.055333e-10,1.355571e-05,9.988759e-10,7.356895e-04
3.95000e-01,9.819082e-10,1.248700e-07,9.106438e-10,1.399031e-05,1.005275e-09,7.484659e-04
4.13000e-01,1.011594e-09,2.375221e-07,9.170740e-10,1.325469e-05,1.011722e-09,7.550812e-04
4.30000e-01,9.649793e-10,4.116234e-07,9.238265e-10,1.328980e-05,1.018547e-09,7.656169e-04
4.48000e-01,9.927988e-10,3.994483e-07,9.290274e-10,1.439692e-05,1.025620e-09,7.770522e-04
4.65000e-01,1.012067e-09,4.657929e-07,9.355333e-10,1.441752e-05,1.032565e-09,7.885178e-04
4.83000e-01,1.015666e-09,2.938146e-07,9.416936e-10,1.461594e-05,1.040001e-09,7.989294e-04
5.00000e-01,1.051888e-09,4.569503e-07,9.478244e-10,1.595145e-05,1.047310e-09,8.105327e-04
5.18000e-01,1.068795e-09,7.360897e-07,9.550789e-10,1.557051e-05,1.055032e-09,8.232232e-04
5.35000e-01,1.041260e-09,7.220699e-07,9.622837e-10,1.690456e-05,1.063396e-09,8.377833e-04
5.53000e-01,1.088811e-09,9.674961e-07,9.691535e-10,1.679757e-05,1.071423e-09,8.499874e-04
5.70000e-01,1.066215e-09,8.327398e-07,9.754929e-10,1.816772e-05,1.079275e-09,8.637817e-04
5.88000e-01,1.125906e-09,1.247074e-06,9.829537e-10,1.842970e-05,1.088118e-09,8.785798e-04
6.05000e-01,1.057565e-09,1.299576e-06,9.897224e-10,1.886535e-05,1.097073e-09,8.914717e-04
6.23000e-01,1.088178e-09,1.940396e-06,9.979357e-10,2.032686e-05,1.106414e-09,9.067912e-04
6.40000e-01,1.107586e-09,2.368751e-06,1.005115e-09,2.111629e-05,1.114994e-09,9.254859e-04
6.58000e-01,1.168024e-09,2.809121e-06,1.014792e-09,2.223051e-05,1.124999e-09,9.413522e-04
6.75000e-01,1.141387e-09,3.477080e-06,1.022267e-09,2.336500e-05,1.134652e-09,9.559244e-04
6.93000e-01,1.148093e-09,4.315326e-06,1.030757e-09,2.580252e-05,1.145123e-09,9.790091e-04
7.10000e-01,1.178966e-09,4.531234e-06,1.038006e-09,2.583206e-05,1.154639e-09,9.955594e-04
7.28000e-01,1.215054e-09,5.788063e-06,1.047580e-09,2.738688e-05,1.165481e-09,1.018548e-03
7.45000e-01,1.185241e-09,7.413082e-06,1.057189e-09,2.922809e-05,1.175514e-09,1.040821e-03
7.63000e-01,1.202204e-09,9.073560e-06,1.066386e-09,3.208997e-05,1.186533e-09,1.064442e-03
7.80000e-01,1.269083e-09,1.062747e-05,1.077915e-09,3.670645e-05,1.197685e-09,1.084988e-03
7.98000e-01,1.278948e-09,1.409618e-05,1.087604e-09,4.060970e-05,1.209684e-09,1.111230e-03
8.15000e-01,1.306140e-09,1.753771e-05,1.097115e-09,4.596460e-05,1.220420e-09,1.142050e-03
8.33000e-01,1.354950e-09,2.200360e-05,1.109085e-09,5.306559e-05,1.232857e-09,1.170076e-03
8.50000e-01,1.500244e-09,2.728334e-05,1.119872e-09,5.991653e-05,1.244482e-09,1.201798e-03
8.68000e-01,1.454692e-09,3.168609e-05,1.132487e-09,6.930753e-05,1.257269e-09,1.240910e-03
8.85000e-01,1.628708e-09,3.853234e-05,1.146219e-09,7.848744e-05,1.269463e-09,1.282037e-03
9.03000e-01,1.684187e-09,4.546322e-05,1.160919e-09,9.230267e-05,1.282643e-09,1.328987e-03
9.20000e-01,1.712234e-09,5.598121e-05,1.173642e-09,1.080893e-04,1.295304e-09,1.373386e-03
9.38000e-01,1.784993e-09,6.680226e-05,1.190775e-09,1.243481e-04,1.308923e-09,1.426780e-03
9.55000e-01,1.935533e-09,7.987388e-05,1.206720e-09,1.452856e-04,1.322223e-09,1.488104e-03
9.73000e-01,1.983140e-09,9.540200e-05,1.224773e-09,1.697731e-04,1.335877e-09,1.558938e-03
9.90000e-01,2.158443e-09,1.132615e-04,1.242452e-09,1.964175e-04,1.349741e-09,1.635403e-03
1.00800e+00,2.361053e-09,1.378117e-04,1.262309e-09,2.301120e-04,1.364453e-09,1.725361e-03
1.02500e+00,2.437246e-09,1.619356e-04,1.281891e-09,2.687124e-04,1.378203e-09,1.819565e-03
1.04300e+00,2.592249e-09,1.970433e-04,1.302056e-09,3.154335e-04,1.393641e-09,1.928393e-03
1.06000e+00,2.810738e-09,2.298984e-04,1.322876e-09,3.674416e-04,1.407434e-09,2.044742e-03
1.07800e+00,2.860028e-09,2.749825e-04,1.349174e-09,4.298537e-04,1.422404e-09,2.191386e-03
1.09500e+00,3.072400e-09,3.228141e-04,1.372011e-09,4.974337e-04,1.436757e-09,2.337013e-03
1.11300e+00,3.340172e-09,3.855933e-04,1.400221e-09,5.821557e-04,1.450799e-09,2.518063e-03
1.13000e+00,3.530729e-09,4.545887e-04,1.424322e-09,6.729441e-04,1.464820e-09,2.702860e-03
1.14800e+00,4.377508e-09,5.406889e-04,1.453964e-09,7.869538e-04,1.477633e-09,2.934095e-03
1.16500e+00,4.792798e-09,6.291473e-04,1.480328e-09,9.076674e-04,1.488846e-09,3.171664e-03
1.18300e+00,5.085027e-09,7.404762e-04,1.512353e-09,1.054929e-03,1.500023e-09,3.457026e-03
1.20000e+00,5.006128e-09,8.618860e-04,1.537059e-09,1.215554e-03,1.508969e-09,3.746289e-03
1.21800e+00,5.428851e-09,1.006292e-03,1.569902e-09,1.404474e-03,1.517570e-09,4.077840e-03
1.23500e+00,6.028915e-09,1.159851e-03,1.598898e-09,1.600146e-03,1.522313e-09,4.420250e-03
