Bias,Capacity_1K,Conductivity_1K,Capacity_10K,Conductivity_10K,Capacity_1M,Conductivity_1M
-2.67000e+00,4.857358e-10,2.665167e-07,5.503793e-10,8.066720e-08,5.825319e-10,2.666027e-04
-2.65500e+00,5.473587e-10,1.701483e-08,5.522924e-10,1.510500e-07,5.836365e-10,2.686683e-04
-2.64000e+00,5.602781e-10,-1.123773e-07,5.495986e-10,3.713076e-07,5.848194e-10,2.671302e-04
-2.62500e+00,5.717006e-10,-1.818439e-07,5.552501e-10,5.304566e-07,5.860805e-10,2.686513e-04
-2.61000e+00,5.373656e-10,-4.243553e-08,5.506676e-10,2.710630e-07,5.871044e-10,2.721950e-04
-2.59500e+00,5.414251e-10,1.538943e-07,5.531117e-10,2.426384e-07,5.883950e-10,2.712173e-04
-2.58000e+00,5.344330e-10,-1.002813e-07,5.538224e-10,-1.225185e-08,5.892662e-10,2.715204e-04
-2.56500e+00,5.884586e-10,3.555259e-08,5.484920e-10,3.166435e-07,5.907378e-10,2.751362e-04
-2.55000e+00,5.718671e-10,2.830751e-07,5.554093e-10,1.683488e-07,5.916798e-10,2.757626e-04
-2.53500e+00,5.786050e-10,1.274754e-07,5.513445e-10,-1.284562e-07,5.928086e-10,2.770165e-04
-2.52000e+00,5.948688e-10,2.594932e-07,5.611628e-10,2.154870e-07,5.942842e-10,2.786042e-04
-2.50500e+00,5.859396e-10,-1.978490e-09,5.696051e-10,6.791623e-07,5.952179e-10,2.783105e-04
-2.49000e+00,5.742020e-10,-4.989961e-08,5.581873e-10,2.165727e-07,5.966691e-10,2.766920e-04
-2.47500e+00,5.720852e-10,-1.878338e-08,5.657682e-10,2.245589e-07,5.978674e-10,2.783904e-04
-2.46000e+00,5.813048e-10,1.052447e-07,5.706567e-10,-2.184118e-08,5.988698e-10,2.806775e-04
-2.44500e+00,5.833425e-10,-2.013763e-07,5.664921e-10,-9.149594e-08,5.999151e-10,2.819761e-04
-2.43000e+00,5.888421e-10,6.511575e-08,5.662127e-10,4.444632e-07,6.012704e-10,2.836339e-04
-2.41500e+00,5.523815e-10,2.332436e-07,5.640775e-10,7.292904e-08,6.020527e-10,2.819686e-04
-2.40000e+00,5.994842e-10,2.349381e-09,5.584488e-10,1.204902e-07,6.035559e-10,2.853625e-04
-2.38500e+00,5.642380e-10,-1.099546e-07,5.642978e-10,2.330818e-07,6.043468e-10,2.877399e-04
-2.37000e+00,5.603193e-10,1.030223e-07,5.723260e-10,-1.675893e-08,6.058357e-10,2.868098e-04
-2.35500e+00,6.056262e-10,5.541852e-08,5.712674e-10,4.120107e-07,6.069597e-10,2.888173e-04
-2.34000e+00,5.748675e-10,-1.927287e-07,5.726729e-10,1.389764e-07,6.082750e-10,2.897567e-04
-2.32500e+00,5.797294e-10,-1.093352e-07,5.727239e-10,3.405927e-07,6.094572e-10,2.897714e-04
-2.31000e+00,5.697998e-10,3.689659e-08,5.698947e-10,2.943854e-07,6.105646e-10,2.914506e-04
-2.29500e+00,5.720153e-10,-6.150508e-08,5.718219e-10,3.563953e-07,6.115577e-10,2.917825e-04
-2.28000e+00,6.020806e-10,-2.881274e-07,5.798984e-10,4.120094e-08,6.132199e-10,2.942769e-04
-2.26500e+00,6.140867e-10,5.570710e-08,5.790081e-10,5.097156e-08,6.141806e-10,2.954978e-04
-2.25000e+00,5.871096e-10,2.761741e-07,5.829735e-10,3.591366e-07,6.155191e-10,2.978043e-04
-2.23500e+00,5.913331e-10,-1.406968e-08,5.820491e-10,-1.840026e-07,6.164121e-10,2.973928e-04
-2.22000e+00,5.866226e-10,1.193891e-07,5.814070e-10,2.928089e-07,6.184906e-10,2.977379e-04
-2.20500e+00,5.723758e-10,-1.224473e-07,5.785556e-10,4.579293e-07,6.195724e-10,2.996084e-04
-2.19000e+00,5.955153e-10,-2.473943e-07,5.817536e-10,-1.607474e-08,6.207219e-10,3.016226e-04
-2.17500e+00,5.641347e-10,3.436236e-07,5.847851e-10,1.785620e-07,6.219928e-10,3.004389e-04
-2.16000e+00,5.490028e-10,2.833602e-07,5.810886e-10,4.145219e-07,6.233418e-10,3.034122e-04
-2.14500e+00,5.642272e-10,-9.968615e-08,5.829037e-10,-1.733841e-07,6.244467e-10,3.049343e-04
-2.13000e+00,6.069262e-10,7.717780e-08,5.870512e-10,8.615142e-08,6.253089e-10,3.059044e-04
-2.11500e+00,6.174554e-10,-1.142631e-07,5.879819e-10,1.131400e-08,6.270327e-10,3.077015e-04
-2.10000e+00,5.966324e-10,1.664834e-07,5.917609e-10,-3.019405e-08,6.280957e-10,3.082145e-04
-2.08500e+00,6.219105e-10,-3.083754e-08,5.876072e-10,1.478824e-07,6.297888e-10,3.077354e-04
-2.07000e+00,5.727246e-10,1.190597e-07,5.952248e-10,1.325075e-07,6.308222e-10,3.103643e-04
-2.05500e+00,5.865801e-10,1.901542e-07,6.008059e-10,3.095018e-07,6.323623e-10,3.145700e-04
-2.04000e+00,5.894842e-10,4.225308e-08,5.928440e-10,2.360462e-07,6.338678e-10,3.127498e-04
-2.02500e+00,5.688484e-10,-3.282639e-08,5.957184e-10,-2.600459e-07,6.348938e-10,3.125712e-04
-2.01000e+00,5.982587e-10,-1.100089e-07,6.006115e-10,6.228250e-07,6.362890e-10,3.161585e-04
-1.99500e+00,5.786016e-10,1.939144e-07,5.970706e-10,1.836979e-07,6.378775e-10,3.157798e-04
-1.98000e+00,5.805944e-10,-2.770499e-07,5.984964e-10,-1.422156e-08,6.388282e-10,3.189393e-04
-1.96500e+00,6.293243e-10,2.102972e-07,6.068499e-10,4.962411e-08,6.408870e-10,3.182307e-04
-1.95000e+00,6.280569e-10,7.453538e-08,6.099326e-10,3.820637e-07,6.413526e-10,3.234368e-04
-1.93500e+00,6.490505e-10,-9.764854e-08,6.039057e-10,1.028756e-07,6.431879e-10,3.236957e-04
-1.92000e+00,5.940156e-10,-6.581279e-08,6.031229e-10,3.830008e-07,6.451463e-10,3.237664e-04
-1.90500e+00,6.751201e-10,-2.514859e-07,6.100760e-10,6.124864e-07,6.459390e-10,3.249603e-04
-1.89000e+00,6.152265e-10,8.746729e-08,6.168549e-10,2.455115e-07,6.470997e-10,3.253590e-04
-1.87500e+00,5.997214e-10,-1.329906e-08,6.061827e-10,1.982858e-07,6.490005e-10,3.266870e-04
-1.86000e+00,6.470867e-10,7.083394e-08,6.072860e-10,5.232056e-07,6.506120e-10,3.296289e-04
-1.84500e+00,6.193053e-10,-6.718826e-08,6.084653e-10,4.757249e-07,6.517668e-10,3.267818e-04
-1.83000e+00,5.888820e-10,-6.581868e-08,6.100875e-10,3.578187e-07,6.533692e-10,3.320898e-04
-1.81500e+00,6.563697e-10,1.051817e-07,6.099641e-10,2.520520e-07,6.549603e-10,3.329386e-04
-1.80000e+00,5.957008e-10,-4.699380e-08,6.093069e-10,-1.418953e-07,6.558974e-10,3.360407e-04
-1.78500e+00,6.459999e-10,1.203438e-07,6.184888e-10,3.386423e-07,6.573888e-10,3.354232e-04
-1.77000e+00,6.472464e-10,-5.549114e-09,6.124641e-10,-1.074743e-07,6.590021e-10,3.376084e-04
-1.75500e+00,6.356362e-10,-1.527612e-07,6.206829e-10,3.920257e-07,6.608237e-10,3.388060e-04
-1.74000e+00,6.362049e-10,-8.406344e-08,6.247349e-10,2.952757e-07,6.623968e-10,3.392319e-04
-1.72500e+00,6.874534e-10,-1.202865e-08,6.234060e-10,-1.218300e-07,6.633230e-10,3.409136e-04
-1.71000e+00,6.378817e-10,-2.566485e-07,6.225919e-10,3.268452e-07,6.651226e-10,3.438451e-04
-1.69500e+00,6.011237e-10,4.982245e-08,6.255098e-10,-4.291592e-08,6.664740e-10,3.443596e-04
-1.68000e+00,6.118861e-10,3.927364e-08,6.229344e-10,3.042882e-07,6.680195e-10,3.474123e-04
-1.66500e+00,6.053556e-10,-8.186608e-08,6.352754e-10,-2.539373e-07,6.695534e-10,3.477771e-04
-1.65000e+00,6.576233e-10,1.346467e-07,6.279259e-10,5.751260e-07,6.713515e-10,3.483261e-04
-1.63500e+00,6.373240e-10,-7.564346e-08,6.315646e-10,4.647698e-07,6.727829e-10,3.513763e-04
-1.62000e+00,6.509478e-10,-1.587898e-07,6.266112e-10,-7.924039e-08,6.741775e-10,3.527205e-04
-1.60500e+00,6.156735e-10,8.290941e-08,6.353507e-10,4.194624e-07,6.758404e-10,3.524211e-04
-1.59000e+00,6.916145e-10,1.437371e-07,6.342485e-10,3.136006e-07,6.774116e-10,3.548735e-04
-1.57500e+00,6.903555e-10,-1.419090e-07,6.322344e-10,3.451296e-07,6.790864e-10,3.582693e-04
-1.56000e+00,6.651922e-10,1.555042e-07,6.357601e-10,3.002819e-07,6.807487e-10,3.597013e-04
-1.54500e+00,6.324407e-10,-1.096438e-07,6.298187e-10,2.421697e-07,6.824458e-10,3.592775e-04
-1.53000e+00,6.329657e-10,1.181793e-07,6.443453e-10,4.104445e-07,6.839707e-10,3.624789e-04
-1.51500e+00,6.312104e-10,1.558549e-07,6.420807e-10,3.953392e-07,6.855875e-10,3.613211e-04
-1.50000e+00,7.108395e-10,8.240876e-08,6.448596e-10,9.843008e-08,6.872607e-10,3.648599e-04
-1.48500e+00,6.751369e-10,6.043775e-08,6.464899e-10,7.296411e-07,6.890891e-10,3.689437e-04
-1.47000e+00,6.658910e-10,3.024117e-07,6.465936e-10,5.718587e-08,6.908811e-10,3.712657e-04
-1.45500e+00,6.664024e-10,8.690318e-08,6.460193e-10,4.404536e-07,6.926432e-10,3.698992e-04
-1.44000e+00,6.569376e-10,-5.875908e-08,6.470239e-10,1.974528e-07,6.940886e-10,3.752749e-04
-1.42500e+00,6.420175e-10,-3.865057e-08,6.519341e-10,6.645163e-07,6.958286e-10,3.730324e-04
-1.41000e+00,6.345736e-10,-6.917713e-08,6.529084e-10,4.418785e-07,6.976066e-10,3.770686e-04
-1.39500e+00,6.670634e-10,-1.406386e-08,6.539822e-10,4.906536e-07,6.992507e-10,3.781041e-04
-1.38000e+00,6.856481e-10,-8.945346e-08,6.577105e-10,2.462476e-07,7.009068e-10,3.806842e-04
-1.36500e+00,6.614644e-10,1.024883e-07,6.518395e-10,-9.420638e-08,7.029369e-10,3.806999e-04
-1.35000e+00,7.251246e-10,-3.166313e-07,6.646175e-10,-1.872066e-07,7.049633e-10,3.835108e-04
-1.33500e+00,6.547798e-10,-1.681841e-07,6.637618e-10,-2.194951e-07,7.062494e-10,3.846146e-04
-1.32000e+00,6.834412e-10,1.174824e-07,6.589372e-10,3.444584e-07,7.081419e-10,3.880284e-04
-1.30500e+00,6.940091e-10,-7.289157e-08,6.613023e-10,2.154648e-07,7.100759e-10,3.899954e-04
-1.29000e+00,7.295959e-10,-2.936199e-07,6.611744e-10,1.858802e-07,7.119537e-10,3.910983e-04
-1.27500e+00,7.007152e-10,1.768519e-07,6.671005e-10,1.552581e-08,7.136653e-10,3.953104e-04
-1.26000e+00,6.625269e-10,-5.278629e-09,6.657336e-10,5.216363e-07,7.158909e-10,3.932381e-04
-1.24500e+00,6.598502e-10,-1.059468e-07,6.686190e-10,5.269470e-07,7.176517e-10,3.980004e-04
-1.23000e+00,7.197099e-10,1.821267e-07,6.677859e-10,6.977198e-07,7.195508e-10,4.001387e-04
-1.21500e+00,6.930879e-10,-1.112417e-07,6.686988e-10,2.023657e-07,7.216396e-10,3.997889e-04
-1.20000e+00,6.458553e-10,2.909234e-07,6.759935e-10,2.055700e-07,7.230265e-10,4.020609e-04
-1.18500e+00,6.628230e-10,1.163967e-07,6.737991e-10,2.021555e-08,7.254554e-10,4.096527e-04
-1.17000e+00,6.962747e-10,1.112535e-07,6.831958e-10,1.743721e-07,7.274248e-10,4.070204e-04
-1.15500e+00,7.157289e-10,-6.973448e-08,6.839350e-10,2.587292e-07,7.289154e-10,4.080834e-04
-1.14000e+00,7.184821e-10,1.835399e-08,6.826849e-10,1.209882e-07,7.312593e-10,4.126137e-04
-1.12500e+00,6.986977e-10,-6.372290e-08,6.841089e-10,3.158547e-07,7.332843e-10,4.147265e-04
-1.11000e+00,6.742457e-10,-1.480995e-07,6.831652e-10,4.470626e-07,7.355622e-10,4.150154e-04
-1.09500e+00,6.757419e-10,-9.177654e-09,6.869531e-10,3.296300e-07,7.374272e-10,4.171386e-04
-1.08000e+00,7.495430e-10,1.148672e-07,6.837103e-10,3.582536e-07,7.395339e-10,4.219553e-04
-1.06500e+00,7.386624e-10,-1.510451e-07,6.910647e-10,1.855178e-07,7.414235e-10,4.231105e-04
-1.05000e+00,7.030937e-10,-3.019565e-08,6.917460e-10,2.488245e-07,7.436160e-10,4.259368e-04
-1.03500e+00,7.170528e-10,-1.619218e-07,6.934918e-10,6.288790e-07,7.453958e-10,4.278833e-04
-1.02000e+00,6.790464e-10,1.479363e-07,6.960078e-10,6.147322e-08,7.478818e-10,4.291541e-04
-1.00500e+00,7.056690e-10,1.592549e-07,6.970243e-10,2.891107e-07,7.502775e-10,4.311093e-04
-9.90000e-01,7.480661e-10,3.912154e-08,6.973699e-10,4.732706e-07,7.516833e-10,4.359593e-04
-9.75000e-01,7.002652e-10,-1.264363e-07,7.005613e-10,4.986015e-07,7.543281e-10,4.349991e-04
-9.60000e-01,7.081289e-10,-9.537828e-08,7.066141e-10,3.835700e-07,7.565484e-10,4.408086e-04
-9.45000e-01,7.459174e-10,1.652565e-07,7.013026e-10,-2.890166e-08,7.586752e-10,4.423620e-04
-9.30000e-01,6.804878e-10,-1.387969e-07,7.123472e-10,1.609877e-07,7.607434e-10,4.441632e-04
-9.15000e-01,7.031145e-10,-2.012909e-08,7.083569e-10,1.925456e-07,7.631485e-10,4.455009e-04
-9.00000e-01,7.735964e-10,2.900852e-07,7.142542e-10,8.428036e-07,7.650021e-10,4.512548e-04
-8.85000e-01,7.420456e-10,-7.485249e-08,7.199130e-10,2.332816e-07,7.677659e-10,4.524040e-04
-8.70000e-01,6.985165e-10,-1.544299e-07,7.161214e-10,5.138287e-07,7.701585e-10,4.550658e-04
-8.55000e-01,7.384064e-10,1.538381e-07,7.204238e-10,3.559500e-07,7.722620e-10,4.573947e-04
-8.40000e-01,7.216891e-10,1.298831e-07,7.170178e-10,4.828831e-07,7.747553e-10,4.614480e-04
-8.25000e-01,7.314830e-10,-7.208319e-08,7.117453e-10,4.282952e-07,7.770917e-10,4.615753e-04
-8.10000e-01,7.891768e-10,2.289766e-07,7.312388e-10,4.068873e-07,7.794959e-10,4.662589e-04
-7.95000e-01,7.113356e-10,3.316463e-07,7.329105e-10,1.530010e-07,7.822424e-10,4.693831e-04
-7.80000e-01,7.378488e-10,1.530355e-07,7.304561e-10,1.679657e-07,7.844208e-10,4.715812e-04
-7.65000e-01,7.697524e-10,1.665237e-08,7.352165e-10,1.348093e-07,7.870672e-10,4.763421e-04
-7.50000e-01,7.545008e-10,2.254156e-08,7.335375e-10,2.664650e-07,7.897583e-10,4.753324e-04
-7.35000e-01,7.612115e-10,4.168181e-08,7.401010e-10,2.974926e-07,7.922167e-10,4.801694e-04
-7.20000e-01,7.452338e-10,-1.987644e-07,7.453901e-10,4.133991e-07,7.944296e-10,4.820944e-04
-7.05000e-01,7.294219e-10,2.241142e-07,7.404444e-10,1.949377e-07,7.971748e-10,4.901752e-04
-6.90000e-01,7.485109e-10,4.152227e-08,7.429119e-10,2.611260e-07,7.999687e-10,4.899453e-04
-6.75000e-01,7.793707e-10,-2.218024e-07,7.440943e-10,3.633424e-07,8.023779e-10,4.920047e-04
-6.60000e-01,7.987445e-10,-5.783090e-08,7.569381e-10,1.719029e-08,8.049536e-10,4.965032e-04
-6.45000e-01,7.412873e-10,-6.441210e-08,7.480614e-10,1.676065e-07,8.076101e-10,5.007866e-04
-6.30000e-01,7.679535e-10,4.928127e-08,7.582360e-10,8.931501e-08,8.107459e-10,5.036024e-04
-6.15000e-01,7.391894e-10,1.722563e-07,7.541401e-10,3.831606e-07,8.131416e-10,5.065301e-04
-6.00000e-01,8.242640e-10,6.478480e-08,7.549937e-10,2.897339e-07,8.161652e-10,5.090281e-04
-5.85000e-01,7.747620e-10,1.311664e-07,7.594363e-10,6.216172e-07,8.186385e-10,5.138675e-04
-5.70000e-01,8.380390e-10,1.536748e-09,7.613727e-10,5.129191e-07,8.214986e-10,5.132736e-04
-5.55000e-01,7.914547e-10,5.286274e-08,7.646767e-10,1.672345e-08,8.249101e-10,5.202407e-04
-5.40000e-01,7.804908e-10,6.148661e-08,7.660568e-10,2.186911e-07,8.275632e-10,5.232344e-04
-5.25000e-01,7.908082e-10,-2.068467e-07,7.583542e-10,2.092083e-07,8.300955e-10,5.287213e-04
-5.10000e-01,7.826034e-10,1.300664e-07,7.695198e-10,3.633146e-07,8.332831e-10,5.280718e-04
-4.95000e-01,7.522336e-10,-1.151148e-07,7.756383e-10,-2.000441e-08,8.362291e-10,5.348804e-04
-4.80000e-01,8.051525e-10,1.064946e-07,7.731453e-10,2.303931e-07,8.390679e-10,5.387259e-04
-4.65000e-01,8.049019e-10,7.451732e-08,7.821953e-10,4.122700e-07,8.424286e-10,5.428165e-04
-4.50000e-01,7.948266e-10,1.786562e-07,7.851034e-10,4.784846e-07,8.453915e-10,5.431139e-04
-4.35000e-01,8.085883e-10,5.372392e-08,7.869897e-10,3.321186e-07,8.483235e-10,5.496786e-04
-4.20000e-01,7.747454e-10,-7.788177e-08,7.850788e-10,3.550303e-07,8.513276e-10,5.531673e-04
-4.05000e-01,8.685963e-10,1.619608e-07,7.918884e-10,6.100905e-07,8.549185e-10,5.591834e-04
-3.90000e-01,8.256894e-10,3.166666e-08,7.949814e-10,-4.093353e-08,8.581039e-10,5.578156e-04
-3.75000e-01,8.126760e-10,1.972627e-07,7.969310e-10,2.633468e-07,8.613464e-10,5.653775e-04
-3.60000e-01,8.299103e-10,3.769554e-09,8.082564e-10,1.890233e-07,8.642748e-10,5.718087e-04
-3.45000e-01,8.014460e-10,1.121786e-08,7.986151e-10,2.328734e-07,8.679635e-10,5.721306e-04
-3.30000e-01,8.119569e-10,-1.624708e-07,7.998227e-10,3.671113e-07,8.710680e-10,5.772946e-04
-3.15000e-01,8.325092e-10,2.431664e-08,8.059084e-10,3.873404e-07,8.748175e-10,5.809730e-04
-3.00000e-01,8.247875e-10,2.902321e-08,8.125388e-10,5.198701e-07,8.779316e-10,5.881754e-04
-2.85000e-01,8.186441e-10,-9.625460e-08,8.194743e-10,3.127122e-07,8.816482e-10,5.895758e-04
-2.70000e-01,8.350808e-10,-7.798319e-08,8.197094e-10,5.296864e-07,8.850912e-10,5.968730e-04
-2.55000e-01,8.852145e-10,2.062173e-07,8.172586e-10,5.904320e-07,8.888734e-10,5.997469e-04
-2.40000e-01,8.629326e-10,-3.905040e-07,8.248120e-10,5.750781e-07,8.926921e-10,6.044795e-04
-2.25000e-01,8.338297e-10,2.868273e-08,8.287889e-10,2.729573e-07,8.959169e-10,6.110966e-04
-2.10000e-01,9.046963e-10,1.679359e-07,8.320912e-10,3.691629e-07,8.994945e-10,6.186960e-04
-1.95000e-01,8.547754e-10,-1.258074e-07,8.370039e-10,2.711241e-07,9.034931e-10,6.199460e-04
-1.80000e-01,8.684204e-10,-3.268694e-08,8.369327e-10,1.865636e-07,9.070626e-10,6.272042e-04
-1.65000e-01,8.478973e-10,-1.622997e-07,8.444240e-10,3.157304e-07,9.116994e-10,6.295616e-04
-1.50000e-01,8.594155e-10,8.412083e-08,8.481746e-10,1.952748e-07,9.151350e-10,6.349080e-04
-1.35000e-01,8.634199e-10,-6.791587e-08,8.426644e-10,4.026271e-07,9.193000e-10,6.411233e-04
-1.20000e-01,8.966710e-10,-7.797145e-08,8.511654e-10,-3.147084e-08,9.232763e-10,6.459537e-04
-1.05000e-01,8.872303e-10,-7.547658e-09,8.534521e-10,2.250714e-07,9.270549e-10,6.507158e-04
-9.00000e-02,8.864975e-10,-5.566417e-08,8.650419e-10,2.038587e-07,9.317002e-10,6.600986e-04
-7.50000e-02,8.495852e-10,-4.935780e-08,8.643665e-10,6.717501e-07,9.350705e-10,6.656164e-04
-6.00000e-02,8.666444e-10,7.555185e-08,8.736883e-10,3.679066e-07,9.399349e-10,6.715191e-04
-4.50000e-02,9.124165e-10,2.170582e-07,8.741511e-10,2.110581e-07,9.440883e-10,6.753955e-04
-3.00000e-02,9.025032e-10,1.074353e-07,8.778870e-10,4.417896e-07,9.489308e-10,6.831701e-04
-1.50000e-02,8.872898e-10,1.724866e-07,8.841187e-10,4.637155e-07,9.529518e-10,6.870971e-04
0.00000e+00,8.775826e-10,6.601104e-09,8.793352e-10,1.632032e-07,9.571519e-10,6.945143e-04
1.50000e-02,8.917115e-10,-9.187486e-08,8.902329e-10,4.606810e-07,9.622183e-10,6.996188e-04
3.00000e-02,8.958854e-10,-6.173696e-08,8.911095e-10,4.869877e-07,9.663728e-10,7.079529e-04
4.50000e-02,9.203224e-10,2.505894e-07,9.031729e-10,4.255535e-07,9.713315e-10,7.141106e-04
6.00000e-02,9.466332e-10,1.923581e-07,8.961214e-10,6.796747e-07,9.759639e-10,7.225436e-04
7.50000e-02,9.406003e-10,2.570379e-07,9.036207e-10,7.461913e-07,9.807987e-10,7.310414e-04
9.00000e-02,9.488043e-10,-1.878617e-07,9.153244e-10,6.674935e-07,9.856410e-10,7.369350e-04
1.05000e-01,9.622120e-10,-1.154237e-07,9.122849e-10,3.759235e-07,9.903304e-10,7.440365e-04
1.20000e-01,9.363856e-10,-1.340455e-07,9.175850e-10,6.029621e-07,9.958178e-10,7.501026e-04
1.35000e-01,8.951271e-10,1.523910e-07,9.182111e-10,1.011102e-07,1.001219e-09,7.580662e-04
1.50000e-01,9.540053e-10,1.623674e-07,9.184271e-10,4.141074e-07,1.006263e-09,7.672943e-04
1.65000e-01,9.527765e-10,-1.348302e-07,9.361084e-10,5.506656e-08,1.011795e-09,7.735086e-04
1.80000e-01,9.475889e-10,8.389762e-08,9.376693e-10,2.302635e-07,1.017261e-09,7.811347e-04
1.95000e-01,9.686039e-10,2.348145e-07,9.479718e-10,5.708931e-07,1.022507e-09,7.898806e-04
2.10000e-01,9.527529e-10,2.057643e-07,9.464395e-10,4.909102e-07,1.028676e-09,7.983167e-04
2.25000e-01,9.994645e-10,-1.479986e-07,9.465361e-10,4.570299e-07,1.034069e-09,8.065111e-04
2.40000e-01,9.658646e-10,1.347435e-07,9.547070e-10,-3.019187e-07,1.039628e-09,8.188180e-04
2.55000e-01,1.009751e-09,1.242779e-08,9.592470e-10,5.930481e-07,1.045598e-09,8.262462e-04
2.70000e-01,9.512756e-10,3.876489e-07,9.682827e-10,-1.993909e-07,1.051953e-09,8.350735e-04
2.85000e-01,1.041733e-09,8.088075e-09,9.753879e-10,4.249737e-07,1.058138e-09,8.455336e-04
3.00000e-01,1.018739e-09,1.783180e-08,9.743755e-10,7.762314e-07,1.063973e-09,8.557977e-04
3.15000e-01,1.046239e-09,2.533599e-07,9.833186e-10,5.938194e-07,1.070205e-09,8.647551e-04
3.30000e-01,1.057171e-09,6.257231e-08,9.843292e-10,1.109130e-06,1.076328e-09,8.731998e-04
3.45000e-01,1.037225e-09,-1.549934e-07,9.904588e-10,2.011548e-07,1.084252e-09,8.861966e-04
3.60000e-01,1.039246e-09,5.696243e-08,1.002204e-09,7.115938e-07,1.090213e-09,9.016148e-04
3.75000e-01,1.028839e-09,1.204763e-07,1.011389e-09,3.525466e-07,1.097548e-09,9.101024e-04
3.90000e-01,1.066159e-09,9.949085e-08,1.007821e-09,7.304746e-07,1.104893e-09,9.200898e-04
4.05000e-01,1.027339e-09,8.788113e-08,1.019634e-09,3.388637e-07,1.112073e-09,9.365925e-04
4.20000e-01,1.062480e-09,4.844016e-08,1.021438e-09,1.971011e-07,1.119237e-09,9.439583e-04
4.35000e-01,1.061126e-09,4.407590e-08,1.034808e-09,5.416003e-07,1.127000e-09,9.554746e-04
4.50000e-01,1.092288e-09,-1.418222e-07,1.029868e-09,4.771554e-07,1.134522e-09,9.723530e-04
4.65000e-01,1.069662e-09,1.855742e-07,1.042524e-09,5.557755e-07,1.142556e-09,9.822140e-04
4.80000e-01,1.119194e-09,8.677111e-09,1.060002e-09,5.306998e-07,1.150671e-09,9.968426e-04
4.95000e-01,1.120783e-09,1.862386e-07,1.050329e-09,6.943420e-07,1.159076e-09,1.014722e-03
5.10000e-01,1.122286e-09,-5.682370e-08,1.064251e-09,8.925606e-07,1.167780e-09,1.025015e-03
5.25000e-01,1.075927e-09,3.569072e-07,1.067292e-09,3.188618e-07,1.175998e-09,1.044457e-03
5.40000e-01,1.117426e-09,2.275326e-07,1.084545e-09,7.353638e-07,1.184174e-09,1.059021e-03
5.55000e-01,1.121369e-09,2.769062e-07,1.089092e-09,1.062827e-06,1.193127e-09,1.075208e-03
5.70000e-01,1.172052e-09,4.524082e-07,1.095391e-09,5.279143e-07,1.202888e-09,1.092637e-03
5.85000e-01,1.169777e-09,8.057670e-07,1.108629e-09,1.092374e-06,1.212523e-09,1.108449e-03
6.00000e-01,1.163929e-09,7.734959e-07,1.115259e-09,1.549182e-06,1.221926e-09,1.127748e-03
6.15000e-01,1.225186e-09,1.571707e-06,1.126238e-09,1.617170e-06,1.232093e-09,1.145088e-03
